model_id,org_id,model_type,params_B,metadata_row_present
jondurbin/bagel-34b-v0.2,jondurbin,Fine-tuned,34.0,True
jondurbin/bagel-34b-v0.4,jondurbin,Fine-tuned,34.0,True
jondurbin/bagel-34b-v0.5,jondurbin,Fine-tuned,34.0,True
jondurbin/bagel-7b-v0.1,jondurbin,Fine-tuned,7.0,True
jondurbin/bagel-7b-v0.4,jondurbin,Chat/post-trained,7.0,True
jondurbin/bagel-7b-v0.5,jondurbin,Fine-tuned,7.0,True
jondurbin/bagel-8b-v1.0,jondurbin,Fine-tuned,8.0,True
jondurbin/bagel-8x7b-v0.2,jondurbin,Fine-tuned,46.0,True
jondurbin/bagel-dpo-34b-v0.2,jondurbin,Chat/post-trained,34.0,True
jondurbin/bagel-dpo-34b-v0.5,jondurbin,Fine-tuned,34.0,True
jondurbin/bagel-dpo-7b-v0.1,jondurbin,Fine-tuned,7.0,True
jondurbin/bagel-dpo-7b-v0.4,jondurbin,Chat/post-trained,7.0,True
jondurbin/bagel-dpo-7b-v0.5,jondurbin,Chat/post-trained,7.0,True
jondurbin/cinematika-7b-v0.1,jondurbin,Fine-tuned,7.0,True
jondurbin/nontoxic-bagel-34b-v0.2,jondurbin,Fine-tuned,34.0,True
jondurbin/spicyboros-70b-2.2,jondurbin,Fine-tuned,70.0,True
jondurbin/spicyboros-7b-2.2,jondurbin,Fine-tuned,7.0,True
joowon99/SOLAR-10.7B-ko_alpaca,joowon99,Fine-tuned,10.0,True
jordiclive/Llama-2-70b-oasst-1-200,jordiclive,Fine-tuned,70.0,True
jordiclive/gpt4all-alpaca-oa-codealpaca-lora-13b,jordiclive,Fine-tuned,13.0,True
jpechg/Sour-Marcoro-12.5B,jpechg,Merged,12.0,True
jphme/em_german_leo_mistral,jphme,Fine-tuned,7.0,True
jphme/orca_mini_v2_ger_7b,jphme,Fine-tuned,7.0,True
jpquiroga/Mistral_7B_dare_slerp_merge_instruct_open_orca,jpquiroga,Merged,7.0,True
jpquiroga/Mistral_7B_dare_ties_merge_instruct_open_orca,jpquiroga,Merged,7.0,True
jpquiroga/Mistral_7B_slerp_merge_instruct_open_orca,jpquiroga,Merged,7.0,True
jpquiroga/Mistral_7B_ties_merge_instruct_open_orca,jpquiroga,Merged,7.0,True
jpquiroga/Mistral_7B_ties_merge_instruct_open_orca_codeninja,jpquiroga,Merged,7.0,True
jrahn/llama-3-8b-claudstruct-v1,jrahn,Chat/post-trained,8.0,True
jrahn/llama-3-8b-claudstruct-v2,jrahn,Chat/post-trained,8.0,True
jrahn/llama-3-8b-claudstruct-v3,jrahn,Chat/post-trained,8.0,True
jrruethe/balthazar-2x10.7b-v1,jrruethe,Merged,19.0,True
jsfs11/HighdensityRPMerge-7B,jsfs11,Merged,7.0,True
jsfs11/MixtureofMerges-MoE-2x7b-SLERPv0.9,jsfs11,Merged,12.0,True
jsfs11/MixtureofMerges-MoE-2x7b-v6,jsfs11,Merged,12.0,True
jsfs11/MixtureofMerges-MoE-2x7b-v7,jsfs11,Merged,12.0,True
jsfs11/MixtureofMerges-MoE-2x7bRP-v8,jsfs11,Merged,12.0,True
jsfs11/MixtureofMerges-MoE-4x7b-v10-mixtralv0.3,jsfs11,Merged,24.0,True
jsfs11/MixtureofMerges-MoE-4x7b-v3,jsfs11,Merged,24.0,True
jsfs11/MixtureofMerges-MoE-4x7b-v4,jsfs11,Merged,24.0,True
jsfs11/MixtureofMerges-MoE-4x7b-v5,jsfs11,Merged,24.0,True
jsfs11/MixtureofMerges-MoE-v2,jsfs11,Fine-tuned,24.0,True
jsfs11/MoEv4Config-TestWeightedTIES-7b,jsfs11,Merged,7.0,True
jsfs11/RandomMergeNoNormWEIGHTED-7B-DARETIES,jsfs11,Merged,7.0,True
jsfs11/SnorkelWestBeagle-DARETIES-7B,jsfs11,Fine-tuned,7.0,True
jsfs11/TemptressTensor-10.7B-v0.1a,jsfs11,Merged,10.0,True
jsfs11/TurdusTrixBeagle-DARETIES-7B,jsfs11,Fine-tuned,7.0,True
jsfs11/WONMSeverusDevil-TIES-7B,jsfs11,Merged,7.0,True
jsfs11/West-Dare-7B,jsfs11,Fine-tuned,7.0,True
jsfs11/WestOrcaNeural-V2-DARETIES-7B,jsfs11,Fine-tuned,7.0,True
jsfs11/WestOrcaNeuralMarco-DPO-v2-DARETIES-7B,jsfs11,Fine-tuned,7.0,True
jsfs11/WildMBXMarconi-SLERP-7B,jsfs11,Fine-tuned,7.0,True
jsk0214/Seagull-llama-3-8B-orpo-v0.4,jsk0214,Chat/post-trained,8.0,True
jsk0214/Seagull-llama-3-8B-orpo-v0.5,jsk0214,Chat/post-trained,8.0,True
jslin09/bloom-560m-finetuned-fraud,jslin09,Unknown,,True
juhwanlee/experiment2-cause-v1,juhwanlee,Fine-tuned,7.0,True
juhwanlee/experiment2-non-cause-v1,juhwanlee,Fine-tuned,7.0,True
juhwanlee/gemma-7B-alpaca-case-0-2,juhwanlee,Fine-tuned,8.0,True
juhwanlee/gemma-7B-alpaca-case-0-3,juhwanlee,Fine-tuned,8.0,True
juhwanlee/gemma-7B-alpaca-case-1-2,juhwanlee,Fine-tuned,8.0,True
juhwanlee/gemma-7B-alpaca-case-1-3,juhwanlee,Fine-tuned,8.0,True
juhwanlee/gemma-7B-alpaca-case-2-2,juhwanlee,Fine-tuned,8.0,True
juhwanlee/gemma-7B-alpaca-case-2-3,juhwanlee,Fine-tuned,8.0,True
juhwanlee/gemma-7B-alpaca-case-3-2,juhwanlee,Fine-tuned,8.0,True
juhwanlee/gemma-7B-alpaca-case-3-3,juhwanlee,Fine-tuned,8.0,True
juhwanlee/llmdo-Mistral-7B-case-1,juhwanlee,Fine-tuned,7.0,True
juhwanlee/llmdo-Mistral-7B-case-5,juhwanlee,Fine-tuned,7.0,True
juhwanlee/llmdo-Mistral-7B-case-6,juhwanlee,Fine-tuned,7.0,True
juhwanlee/llmdo-Mistral-7B-case-7,juhwanlee,Fine-tuned,7.0,True
juhwanlee/llmdo-Mistral-7B-case-c,juhwanlee,Fine-tuned,7.0,True
juhwanlee/llmdo-Mistral-7B-case-c-v1,juhwanlee,Fine-tuned,7.0,True
jukofyork/Dark-Miqu-70B,jukofyork,Merged,68.0,True
jukofyork/Dawn-Miqu-70B,jukofyork,Merged,68.0,True
jukofyork/Dusk-Miqu-70B,jukofyork,Merged,68.0,True
jukofyork/Eurus-70b-nca-fixed,jukofyork,Chat/post-trained,68.0,True
jukofyork/Eurus-70b-sft-fixed,jukofyork,Chat/post-trained,68.0,True
julianweng/Llama-2-7b-chat-orcah,julianweng,Unknown,,False
julleong/illuni-llama-2-ko-7b-test,julleong,Fine-tuned,6.0,True
junelee/wizard-vicuna-13b,junelee,Fine-tuned,13.0,True
jxhong/CAlign-alpaca-7b,jxhong,Fine-tuned,7.0,True
jylee420/gemma-2b-data-std,jylee420,Continually pretrained,2.0,True
jzjiao/opt-1.3b-rlhf,jzjiao,Fine-tuned,1.0,True
kaist-ai/mistral-orpo-alpha,kaist-ai,Chat/post-trained,7.0,True
kaist-ai/mistral-orpo-beta,kaist-ai,Chat/post-trained,7.0,True
kaist-ai/mistral-orpo-capybara-7k,kaist-ai,Chat/post-trained,7.0,True
kaitchup/Maixtchup-4x7b,kaitchup,Fine-tuned,24.0,True
kaitchup/Maixtchup-4x7b-QLoRA-SFT-UltraChat,kaitchup,Fine-tuned,7.0,True
kaitchup/Mayonnaise-4in1-01,kaitchup,Merged,7.0,True
kaitchup/Mayonnaise-4in1-02,kaitchup,Merged,7.0,True
kaitchup/Mayonnaise-4in1-022,kaitchup,Merged,7.0,True
kaitchup/Mayonnaise-4in1-03,kaitchup,Merged,7.0,True
kaitchup/TheMayonnaise,kaitchup,Merged,7.0,True
kajdun/iubaris-13b-v3,kajdun,Unknown,,False
kalisai/Nusantara-0.8b-Indo-Chat,kalisai,Chat/post-trained,,True
kalisai/Nusantara-1.8b-Indo-Chat,kalisai,Chat/post-trained,1.0,True
kalisai/Nusantara-2.7b-Indo-Chat,kalisai,Chat/post-trained,2.0,True
kalisai/Nusantara-4b-Indo-Chat,kalisai,Chat/post-trained,3.0,True
kalisai/Nusantara-7b-Indo-Chat,kalisai,Chat/post-trained,7.0,True
karakuri-ai/karakuri-lm-70b-chat-v0.1,karakuri-ai,Chat/post-trained,69.0,True
karimbkh/mistral-7b-cogeo,karimbkh,Fine-tuned,7.0,True
kashif/stack-llama-2,kashif,Fine-tuned,,True
kekmodel/StopCarbon-10.7B-v1,kekmodel,Chat/post-trained,10.0,True
kekmodel/StopCarbon-10.7B-v2,kekmodel,Chat/post-trained,10.0,True
kekmodel/StopCarbon-10.7B-v3,kekmodel,Chat/post-trained,10.0,True
kekmodel/StopCarbon-10.7B-v4,kekmodel,Chat/post-trained,10.0,True
kekmodel/StopCarbon-10.7B-v5,kekmodel,Chat/post-trained,10.0,True
kekmodel/StopCarbon-10.7B-v6,kekmodel,Chat/post-trained,10.0,True
kenhktsui/nano-phi-115M-v0.1,kenhktsui,Pretrained,,True
kevin009/Llamafia,kevin009,Fine-tuned,7.0,True
kevin009/TinyNaughtyLlama-v1.0,kevin009,Chat/post-trained,1.0,True
kevin009/babyllama-v0.6,kevin009,Chat/post-trained,1.0,True
kevin009/flyingllama,kevin009,Fine-tuned,,True
kevin009/flyingllama-v2,kevin009,Chat/post-trained,,True
kevin009/lamatama,kevin009,Fine-tuned,1.0,True
kevin009/llamaRAGdrama,kevin009,Chat/post-trained,7.0,True
kevinpro/Vicuna-13B-CoT,kevinpro,Fine-tuned,13.0,True
keyfan/vicuna-chinese-replication-v1.1,keyfan,Fine-tuned,,True
kfkas/Llama-2-ko-7b-Chat,kfkas,Fine-tuned,7.0,True
khKim/adapter_test,khKim,Fine-tuned,,True
khoantap/wizard-limarp,khoantap,Unknown,,False
kidyu/Moza-7B-v1.0,kidyu,Merged,7.0,True
kihoonlee/stock-solar-10.7b-v1,kihoonlee,Merged,10.0,True
kimdeokgi/dpo_model_test1,kimdeokgi,Fine-tuned,21.0,True
kimdeokgi/merge_model_test1,kimdeokgi,Fine-tuned,21.0,True
kimdeokgi/merge_model_test2,kimdeokgi,Fine-tuned,21.0,True
kimou605/BioTATA-7B,kimou605,Fine-tuned,7.0,True
kimou605/shadow-clown-BioMistral-7B-DARE,kimou605,Merged,7.0,True
kimou605/shadow-clown-BioMistral-7B-SLERP,kimou605,Merged,7.0,True
kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.31,kimwooglae,Chat/post-trained,10.0,True
kimwooglae/AISquare-Instruct-SOLAR-10.7b-v0.5.32,kimwooglae,Chat/post-trained,10.0,True
kingbri/airolima-chronos-grad-l2-13B,kingbri,Fine-tuned,13.0,True
kingbri/chronolima-airo-grad-l2-13B,kingbri,Fine-tuned,13.0,True
kittn/mistral-7B-v0.1-hf,kittn,Unknown,,False
klosax/open_llama_13b_600bt_preview,klosax,Fine-tuned,13.0,True
klosax/open_llama_3b_350bt_preview,klosax,Unknown,,False
klosax/open_llama_7b_400bt_preview,klosax,Unknown,,False
klosax/pythia-160m-deduped-step92k-193bt,klosax,Fine-tuned,,True
klosax/pythia-70m-deduped-step44k-92bt,klosax,Fine-tuned,,True
kno10/ende-chat-0.0.4,kno10,Fine-tuned,7.0,True
kodonho/Momo-70b-DPO-mixed,kodonho,Fine-tuned,72.0,True
kodonho/Solar-M-SakuraSolar-Mixed,kodonho,Fine-tuned,8.0,True
kodonho/Solar-OrcaDPO-Solar-Instruct-SLERP,kodonho,Fine-tuned,10.0,True
kodonho/SolarM-SakuraSolar-SLERP,kodonho,Fine-tuned,10.0,True
kreimben/CodeMind-gemma,kreimben,Fine-tuned,2.0,True
kreimben/CodeMind-gemma-2b,kreimben,Fine-tuned,2.0,True
krevas/LDCC-Instruct-Llama-2-ko-13B,krevas,Unknown,,False
krevas/LDCC-Instruct-Llama-2-ko-13B-v2,krevas,Unknown,,False
krevas/SOLAR-10.7B,krevas,Fine-tuned,10.0,True
kunkun666/kunkun_dat,kunkun666,Fine-tuned,6.0,True
kunkun666/kunkun_dat_llama_13b_alpaca,kunkun666,Fine-tuned,13.0,True
kuotient/Seagull-Llama-3-8B-orpo-v0.1,kuotient,Chat/post-trained,8.0,True
kuotient/Seagull-Llama-3-8B-orpo-v0.3,kuotient,Chat/post-trained,8.0,True
kwchoi/DPO_mistral_7b_alpaca_0124_v1,kwchoi,Fine-tuned,7.0,True
kwchoi/DPO_mistral_7b_ultra_0124_v1,kwchoi,Fine-tuned,7.0,True
kwchoi/DPO_mistral_7b_ultra_0129_1k,kwchoi,Fine-tuned,7.0,True
kwchoi/DPO_mistral_v01_7b_ultra_0130_1k,kwchoi,Fine-tuned,7.0,True
kwchoi/DPO_mistral_v01_7b_ultra_0131_1k_1epoch,kwchoi,Fine-tuned,7.0,True
kyujinpy/PlatYi-34B-200K-Q,kyujinpy,Chat/post-trained,34.0,True
kyujinpy/PlatYi-34B-200k-Q-FastChat,kyujinpy,Chat/post-trained,34.0,True
kyujinpy/PlatYi-34B-Llama,kyujinpy,Chat/post-trained,34.0,True
kyujinpy/PlatYi-34B-Llama-Q,kyujinpy,Chat/post-trained,34.0,True
kyujinpy/PlatYi-34B-Llama-Q-FastChat,kyujinpy,Chat/post-trained,34.0,True
kyujinpy/PlatYi-34B-Llama-Q-v2,kyujinpy,Chat/post-trained,34.0,True
kyujinpy/PlatYi-34B-Llama-Q-v3,kyujinpy,Chat/post-trained,34.0,True
kyujinpy/PlatYi-34B-LoRA,kyujinpy,Chat/post-trained,34.0,True
kyujinpy/PlatYi-34B-Q,kyujinpy,Chat/post-trained,34.0,True
kyujinpy/SOLAR-Platypus-10.7B-v1,kyujinpy,Chat/post-trained,10.0,True
kyujinpy/SOLAR-Platypus-10.7B-v2,kyujinpy,Chat/post-trained,10.0,True
kyujinpy/Sakura-SOLAR-Instruct,kyujinpy,Fine-tuned,10.0,True
kyujinpy/Sakura-SOLAR-Instruct-DPO-v2,kyujinpy,Chat/post-trained,10.0,True
kyujinpy/Sakura-SOLRCA-Instruct-DPO,kyujinpy,Chat/post-trained,10.0,True
kyujinpy/Sakura-SOLRCA-Math-Instruct-DPO-v1,kyujinpy,Chat/post-trained,10.0,True
kyujinpy/Sakura-SOLRCA-Math-Instruct-DPO-v2,kyujinpy,Chat/post-trained,10.0,True
kz919/mistral-7b-dpo-open-orca-flan-50k-synthetic-5-models,kz919,Chat/post-trained,7.0,True
kz919/mistral-7b-sft-open-orca-flan-50k,kz919,Chat/post-trained,7.0,True
l3utterfly/llama2-7b-layla,l3utterfly,Fine-tuned,7.0,True
l3utterfly/minima-3b-layla-v1,l3utterfly,Unknown,3.0,True
l3utterfly/minima-3b-layla-v2,l3utterfly,Fine-tuned,3.0,True
l3utterfly/mistral-7b-v0.1-layla-v1,l3utterfly,Unknown,7.0,True
l3utterfly/mistral-7b-v0.1-layla-v2,l3utterfly,Fine-tuned,7.0,True
l3utterfly/mistral-7b-v0.1-layla-v3,l3utterfly,Fine-tuned,7.0,True
l3utterfly/mistral-7b-v0.1-layla-v4,l3utterfly,Chat/post-trained,7.0,True
l3utterfly/mistral-7b-v0.1-layla-v4-chatml,l3utterfly,Fine-tuned,7.0,True
l3utterfly/open-llama-3b-v2-layla,l3utterfly,Fine-tuned,3.0,True
l3utterfly/phi-2-layla-v1,l3utterfly,Chat/post-trained,,True
l3utterfly/phi-2-layla-v1-chatml,l3utterfly,Chat/post-trained,2.0,True
l3utterfly/tinyllama-1.1b-layla-v1,l3utterfly,Fine-tuned,1.0,True
l3utterfly/tinyllama-1.1b-layla-v4,l3utterfly,Chat/post-trained,1.0,True
lamhieu/ghost-7b-v0.9.0,lamhieu,Chat/post-trained,7.0,True
lamhieu/ghost-7b-v0.9.1,lamhieu,Fine-tuned,7.0,True
langgptai/Qwen-las-v0.1,langgptai,Fine-tuned,,True
langgptai/Qwen-sft-la-v0.1,langgptai,Fine-tuned,,True
langgptai/Qwen-sft-ls-v0.1,langgptai,Fine-tuned,,True
langgptai/bloomz-7b1-sa-v0.1,langgptai,Fine-tuned,7.0,True
langgptai/llama3-8b_sa_v0.1,langgptai,Fine-tuned,8.0,True
langgptai/qwen1.5-7b-chat-sa-v0.1,langgptai,Fine-tuned,7.0,True
layoric/llama-2-13b-code-alpaca,layoric,Fine-tuned,12.0,True
lcw99/llama-3-10b-it-ko-2024-0527,lcw99,Fine-tuned,9.0,True
lcw99/llama-3-10b-it-kor-extented-chang,lcw99,Fine-tuned,9.0,True
lcw99/llama-3-10b-it-kor-extented-chang-pro8,lcw99,Fine-tuned,9.0,True
lcw99/llama-3-8b-it-kor-extented-chang,lcw99,Fine-tuned,8.0,True
ldahee/SLAL-0.1,ldahee,Pretrained,26.0,True
ledjo/Gabriel-8x7B-Instruct-v0.1,ledjo,Fine-tuned,46.0,True
leejaymin/etri-ones-solar,leejaymin,Fine-tuned,,True
leejunhyeok/MoMo-70B-LoRA-V1.2_1,leejunhyeok,Chat/post-trained,70.0,True
lemon-mint/gemma-2b-translation-v0.103,lemon-mint,Fine-tuned,2.0,True
lemon-mint/gemma-7b-openhermes-v0.80,lemon-mint,Fine-tuned,8.0,True
lemon-mint/gemma-ko-1.1-2b-it,lemon-mint,Chat/post-trained,2.0,True
lemon-mint/gemma-ko-7b-instruct-v0.50,lemon-mint,Fine-tuned,8.0,True
lemon-mint/gemma-ko-7b-instruct-v0.52,lemon-mint,Fine-tuned,8.0,True
lemon-mint/gemma-ko-7b-instruct-v0.62,lemon-mint,Fine-tuned,8.0,True
lemon-mint/gemma-ko-7b-instruct-v0.71,lemon-mint,Fine-tuned,8.0,True
lemon07r/Llama-3-MahouDevil-8B,lemon07r,Fine-tuned,8.0,True
lemon07r/llama-3-NeuralMahou,lemon07r,Fine-tuned,8.0,True
leonarad/hope_for,leonarad,Pretrained,46.0,True
leonarad/hope_for_7b_1.0v,leonarad,Pretrained,7.0,True
leonarad/hope_for_7b_1.1v,leonarad,Pretrained,7.0,True
leveldevai/BeagleMist-7B,leveldevai,Fine-tuned,7.0,True
leveldevai/MBA-7B,leveldevai,Fine-tuned,7.0,True
leveldevai/MarcBeagle-7B,leveldevai,Fine-tuned,7.0,True
leveldevai/MarcDareBeagle-7B,leveldevai,Fine-tuned,7.0,True
leveldevai/TurdusBeagle-7B,leveldevai,Fine-tuned,7.0,True
leveldevai/TurdusDareBeagle-7B,leveldevai,Fine-tuned,7.0,True
lex-hue/Delexa-7b,lex-hue,Continually pretrained,7.0,True
lex-hue/Delexa-7b-128k,lex-hue,Continually pretrained,7.0,True
lex-hue/Delexa-Instruct-V0.1-7b,lex-hue,Continually pretrained,7.0,True
lex-hue/Delexa-V0.1-7b,lex-hue,Continually pretrained,7.0,True
lex-hue/LexGPT-V3,lex-hue,Chat/post-trained,7.0,True
lgaalves/gpt-2-xl_camel-ai-physics,lgaalves,Chat/post-trained,1.0,True
lgaalves/gpt2-dolly,lgaalves,Chat/post-trained,,True
lgaalves/gpt2-xl_lima,lgaalves,Chat/post-trained,1.0,True
lgaalves/gpt2_camel_physics-platypus,lgaalves,Chat/post-trained,,True
lgaalves/gpt2_guanaco-dolly-platypus,lgaalves,Chat/post-trained,,True
lgaalves/gpt2_open-platypus,lgaalves,Chat/post-trained,,True
lgaalves/gpt2_platypus-camel_physics,lgaalves,Chat/post-trained,,True
lgaalves/gpt2_platypus-dolly-guanaco,lgaalves,Chat/post-trained,,True
lgaalves/llama-2-13b-chat-platypus,lgaalves,Chat/post-trained,13.0,True
lgaalves/llama-2-13b-hf-platypus,lgaalves,Chat/post-trained,13.0,True
lgaalves/llama-2-7b-hf_open-platypus,lgaalves,Chat/post-trained,6.0,True
lgaalves/mistral-7b-platypus1k,lgaalves,Chat/post-trained,7.0,True
lgaalves/mistral-7b_open_platypus,lgaalves,Chat/post-trained,7.0,True
lgaalves/tinyllama-1.1b-chat-v0.3_platypus,lgaalves,Chat/post-trained,1.0,True
lightblue/suzume-llama-3-8B-multilingual,lightblue,Fine-tuned,8.0,True
lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048k-OpenBioLLM,lighteternal,Merged,8.0,True
lighteternal/Llama-3-8B-Instruct-MergeSLERP-Gradient1048kIO-OpenBioLLM,lighteternal,Merged,8.0,True
lighteternal/Llama3-merge-biomed-8b,lighteternal,Merged,8.0,True
lilloukas/GPlatty-30B,lilloukas,Fine-tuned,32.0,True
lilloukas/Platypus-30B,lilloukas,Fine-tuned,32.0,True
liminerity/Blur-7B-slerp-v0.1,liminerity,Fine-tuned,7.0,True
liminerity/Blur-7b-slerp-v1.41,liminerity,Merged,7.0,True
liminerity/Blur-7b-slerp-v1.46,liminerity,Chat/post-trained,7.0,True
liminerity/Blur-7b-v1.2,liminerity,Pretrained,7.0,True
liminerity/Blur-7b-v1.21,liminerity,Chat/post-trained,7.0,True
liminerity/Blur-7b-v1.22,liminerity,Fine-tuned,7.0,True
liminerity/Blured-Ties-7B,liminerity,Pretrained,7.0,True
liminerity/Blurstral-7b-slerp,liminerity,Pretrained,7.0,True
liminerity/Liph.42,liminerity,Fine-tuned,2.0,True
liminerity/Liph42,liminerity,Chat/post-trained,2.0,True
liminerity/M7-7b,liminerity,Continually pretrained,7.0,True
liminerity/Mistral-quiet-star,liminerity,Fine-tuned,,True
liminerity/Multiverse-Experiment-slerp-7b,liminerity,Merged,7.0,True
liminerity/Neurotic-Jomainotrik-7b-slerp,liminerity,Merged,7.0,True
liminerity/Omningotex-7b-slerp,liminerity,Merged,7.0,True
liminerity/Phigments12,liminerity,Merged,2.0,True
liminerity/binarized-ingotrix-slerp-7b,liminerity,Merged,7.0,True
liminerity/dhbacmes-3b-slerp,liminerity,Merged,3.0,True
liminerity/e.star.7.b,liminerity,Fine-tuned,7.0,True
liminerity/e.star.7b,liminerity,Fine-tuned,7.0,True
liminerity/m.star.7b,liminerity,Fine-tuned,7.0,True
liminerity/mm4-3b,liminerity,Pretrained,3.0,True
liminerity/phigment6-slerp,liminerity,Merged,2.0,True
liminerity/ultra0,liminerity,Chat/post-trained,1.0,True
lingyun1/GZDX,lingyun1,Pretrained,1.0,True
lingyun1/GZDX-1.1B,lingyun1,Pretrained,1.0,True
linlinlin/zephy_SFT_Hermes,linlinlin,Fine-tuned,,True
liuchanghf/bloomz-3b-mmlu-lora,liuchanghf,Fine-tuned,3.0,True
liuchanghf/bloomz3b-winogrande-pretrain,liuchanghf,Fine-tuned,3.0,True
liuchanghf/phi2-mmlu-lora,liuchanghf,Fine-tuned,,True
liuchanghf/phi2_gsm8k_lora,liuchanghf,Fine-tuned,,True
liuda1/Mistral-7B-golden,liuda1,Chat/post-trained,7.0,True
liuda1/dm7b_sft_gpt88w_merge,liuda1,Fine-tuned,7.0,True
liuxiang886/llama2-70B-qlora-gpt4,liuxiang886,Unknown,70.0,True
lizhuang144/llama_mirror_13b_v1.0,lizhuang144,Fine-tuned,13.0,True
lizpreciatior/lzlv_70b_fp16_hf,lizpreciatior,Fine-tuned,68.0,True
llama-anon/instruct-13b,llama-anon,Fine-tuned,12.0,True
llm-agents/tora-13b-v1.0,llm-agents,Fine-tuned,13.0,True
llm-agents/tora-70b-v1.0,llm-agents,Fine-tuned,70.0,True
llm-agents/tora-7b-v1.0,llm-agents,Chat/post-trained,7.0,True
llm-agents/tora-code-13b-v1.0,llm-agents,Fine-tuned,13.0,True
llm-agents/tora-code-34b-v1.0,llm-agents,Fine-tuned,34.0,True
llm-agents/tora-code-7b-v1.0,llm-agents,Chat/post-trained,7.0,True
llmixer/BigWeave-v12-90b,llmixer,Merged,87.0,True
llmixer/BigWeave-v15-103b,llmixer,Merged,103.0,True
llmixer/BigWeave-v16-103b,llmixer,Merged,103.0,True
llmixer/BigWeave-v20-110b,llmixer,Merged,110.0,True
llmixer/BigWeave-v6-90b,llmixer,Merged,87.0,True
lloorree/jfdslijsijdgis,lloorree,Unknown,,False
lloorree/kssht-castor-70b,lloorree,Unknown,,False
lloorree/kssht-dahj-70b,lloorree,Unknown,,False
lloorree/kssht-euripedes-70b,lloorree,Unknown,,False
lmsys/vicuna-13b-delta-v1.1,lmsys,Fine-tuned,13.0,True
lmsys/vicuna-13b-v1.1,lmsys,Fine-tuned,13.0,True
lmsys/vicuna-13b-v1.5,lmsys,Fine-tuned,13.0,True
lmsys/vicuna-13b-v1.5-16k,lmsys,Fine-tuned,13.0,True
lmsys/vicuna-33b-v1.3,lmsys,Unknown,33.0,True
lmsys/vicuna-7b-delta-v1.1,lmsys,Fine-tuned,7.0,True
lmsys/vicuna-7b-v1.3,lmsys,Fine-tuned,7.0,True
lmsys/vicuna-7b-v1.5,lmsys,Fine-tuned,7.0,True
lmsys/vicuna-7b-v1.5-16k,lmsys,Fine-tuned,7.0,True
localfultonextractor/Erosumika-7B,localfultonextractor,Fine-tuned,7.0,True
localfultonextractor/Erosumika-7B-v2,localfultonextractor,Merged,7.0,True
localfultonextractor/Erosumika-7B-v3,localfultonextractor,Merged,7.0,True
localfultonextractor/Erosumika-7B-v3-0.2,localfultonextractor,Merged,7.0,True
lodrick-the-lafted/Fuselage-8B,lodrick-the-lafted,Fine-tuned,8.0,True
lodrick-the-lafted/Grafted-Hermetic-Platypus-A-2x7B,lodrick-the-lafted,Fine-tuned,12.0,True
lodrick-the-lafted/Grafted-Hermetic-Platypus-B-2x7B,lodrick-the-lafted,Fine-tuned,12.0,True
lodrick-the-lafted/Grafted-Hermetic-Platypus-C-2x7B,lodrick-the-lafted,Fine-tuned,12.0,True
lodrick-the-lafted/Grafted-Hermetic-Platypus-D-2x7B,lodrick-the-lafted,Fine-tuned,12.0,True
lodrick-the-lafted/Grafted-Llama2-2x70B,lodrick-the-lafted,Fine-tuned,125.0,True
lodrick-the-lafted/Grafted-Wind-Elementals-2x70B,lodrick-the-lafted,Fine-tuned,125.0,True
lodrick-the-lafted/Hermes-Instruct-7B-100K,lodrick-the-lafted,Fine-tuned,7.0,True
lodrick-the-lafted/Hermes-Instruct-7B-217K,lodrick-the-lafted,Fine-tuned,7.0,True
lodrick-the-lafted/Hermes-Instruct-7B-v0.2,lodrick-the-lafted,Fine-tuned,7.0,True
lodrick-the-lafted/Kaiju-A-57B,lodrick-the-lafted,Fine-tuned,57.0,True
lodrick-the-lafted/Kudzu-8B,lodrick-the-lafted,Fine-tuned,8.0,True
lodrick-the-lafted/Olethros-8B,lodrick-the-lafted,Fine-tuned,8.0,True
lodrick-the-lafted/Platyboros-Instruct-7B,lodrick-the-lafted,Fine-tuned,7.0,True
lodrick-the-lafted/Winged-Lagomorph-2x13B,lodrick-the-lafted,Fine-tuned,21.0,True
logicker/SkkuDS-DPO-72B-v1,logicker,Chat/post-trained,72.0,True
logicker/SkkuDS-DPO-72B-v3,logicker,Chat/post-trained,72.0,True
logicker/SkkuDataScienceGlobal-10.7b,logicker,Chat/post-trained,10.0,True
lole25/phi-2-sft-lora-ultrachat,lole25,Fine-tuned,,True
lole25/phi-2-sft-ultrachat-full,lole25,Fine-tuned,2.0,True
lole25/zephyr-7b-gpo-v6-i1,lole25,Chat/post-trained,7.0,True
lorinma/yi6B_Vicuna,lorinma,Fine-tuned,6.0,True
louisbrulenaudet/Maxine-34B-stock,louisbrulenaudet,Merged,34.0,True
louisbrulenaudet/Maxine-7B-0401-stock,louisbrulenaudet,Merged,7.0,True
louisbrulenaudet/Maxine-7B-0401-ties,louisbrulenaudet,Merged,7.0,True
louisbrulenaudet/Pearl-34B-dare,louisbrulenaudet,Merged,34.0,True
louisbrulenaudet/Pearl-34B-ties,louisbrulenaudet,Merged,34.0,True
louisbrulenaudet/Pearl-3x7B,louisbrulenaudet,Merged,18.0,True
louisbrulenaudet/Pearl-7B-0210-dare,louisbrulenaudet,Merged,7.0,True
