model_id,org_id,model_type,params_B,parameter_group
minghaowu/phi-2-OpenHermes-2.5,minghaowu,Fine-tuned,2.0,<3B
minlik/chinese-alpaca-33b-merged,minlik,Unknown,33.0,15–<40B
mistral-community/Mistral-7B-v0.2,mistral-community,Pretrained,7.0,7–<15B
mistral-community/Mixtral-8x22B-v0.1,mistral-community,Pretrained,140.0,≥40B
mistralai/Mistral-7B-Instruct-v0.1,mistralai,Chat/post-trained,7.0,7–<15B
mistralai/Mistral-7B-Instruct-v0.2,mistralai,Chat/post-trained,7.0,7–<15B
mistralai/Mistral-7B-v0.1,mistralai,Pretrained,7.0,7–<15B
mistralai/Mistral-7B-v0.3,mistralai,Pretrained,7.0,7–<15B
mistralai/Mixtral-8x22B-Instruct-v0.1,mistralai,Chat/post-trained,140.0,≥40B
mistralai/Mixtral-8x22B-v0.1,mistralai,Pretrained,140.0,≥40B
mistralai/Mixtral-8x7B-Instruct-v0.1,mistralai,Fine-tuned,46.0,≥40B
mistralai/Mixtral-8x7B-v0.1,mistralai,Fine-tuned,46.0,≥40B
mlabonne/AlphaMonarch-7B,mlabonne,Chat/post-trained,7.0,7–<15B
mlabonne/Beagle14-7B,mlabonne,Fine-tuned,7.0,7–<15B
mlabonne/Beyonder-4x7B-v3,mlabonne,Merged,24.0,15–<40B
mlabonne/Chimera-8B,mlabonne,Merged,8.0,7–<15B
mlabonne/ChimeraLlama-3-8B,mlabonne,Chat/post-trained,8.0,7–<15B
mlabonne/ChimeraLlama-3-8B-v2,mlabonne,Merged,8.0,7–<15B
mlabonne/ChimeraLlama-3-8B-v3,mlabonne,Merged,8.0,7–<15B
mlabonne/Daredevil-8B,mlabonne,Merged,8.0,7–<15B
mlabonne/Daredevil-8B-abliterated,mlabonne,Fine-tuned,8.0,7–<15B
mlabonne/Daredevil-8B-abliterated-dpomix,mlabonne,Chat/post-trained,8.0,7–<15B
mlabonne/Darewin-7B,mlabonne,Fine-tuned,7.0,7–<15B
mlabonne/Darewin-7B-v2,mlabonne,Fine-tuned,7.0,7–<15B
mlabonne/FrankenMonarch-7B,mlabonne,Chat/post-trained,10.0,7–<15B
mlabonne/GML-Mistral-merged-v1,mlabonne,Fine-tuned,8.0,7–<15B
mlabonne/Gemmalpaca-2B,mlabonne,Fine-tuned,2.0,<3B
mlabonne/Llama-3-8B-Instruct-abliterated-dpomix,mlabonne,Chat/post-trained,8.0,7–<15B
mlabonne/Meta-Llama-3-12B-Instruct,mlabonne,Merged,11.0,7–<15B
mlabonne/Mistralpaca-7B,mlabonne,Fine-tuned,7.0,7–<15B
mlabonne/Monarch-7B,mlabonne,Merged,7.0,7–<15B
mlabonne/NeuralBeagle14-7B,mlabonne,Chat/post-trained,7.0,7–<15B
mlabonne/NeuralDaredevil-7B,mlabonne,Chat/post-trained,7.0,7–<15B
mlabonne/NeuralDarewin-7B,mlabonne,Chat/post-trained,7.0,7–<15B
mlabonne/NeuralHermes-2.5-Mistral-7B,mlabonne,Fine-tuned,7.0,7–<15B
mlabonne/NeuralHermes-2.5-Mistral-7B-laser,mlabonne,Fine-tuned,7.0,7–<15B
mlabonne/NeuralMarcoro14-7B,mlabonne,Chat/post-trained,7.0,7–<15B
mlabonne/NeuralMonarch-7B,mlabonne,Chat/post-trained,7.0,7–<15B
mlabonne/NeuralPipe-7B-slerp,mlabonne,Fine-tuned,7.0,7–<15B
mlabonne/NeuralPipe-7B-ties,mlabonne,Fine-tuned,7.0,7–<15B
mlabonne/OmniBeagle-7B,mlabonne,Merged,7.0,7–<15B
mlabonne/OrpoLlama-3-8B,mlabonne,Chat/post-trained,8.0,7–<15B
mlabonne/UltraMerge-7B,mlabonne,Chat/post-trained,7.0,7–<15B
mlabonne/Zebrafish-7B,mlabonne,Merged,7.0,7–<15B
mlinmg/SG-Raccoon-Yi-200k-2.0,mlinmg,Chat/post-trained,55.0,≥40B
mmnga/Llama-3-70B-japanese-suzume-vector-v0.1,mmnga,Chat/post-trained,70.0,≥40B
mncai/Llama2-7B-guanaco-1k,mncai,Fine-tuned,7.0,7–<15B
mncai/Llama2-7B-guanaco-dolphin-500,mncai,Fine-tuned,7.0,7–<15B
mncai/Mistral-7B-OpenOrca-1k,mncai,Chat/post-trained,7.0,7–<15B
mncai/Mistral-7B-openplatypus-1k,mncai,Chat/post-trained,7.0,7–<15B
mncai/agiin-11.1B-v0.0,mncai,Fine-tuned,11.0,7–<15B
mncai/agiin-13.6B-v0.0,mncai,Fine-tuned,13.0,7–<15B
mncai/agiin-13.6B-v0.1,mncai,Chat/post-trained,13.0,7–<15B
mncai/chatdoctor,mncai,Fine-tuned,,Unknown
mncai/mistral-7b-dpo-merge-v1.1,mncai,Chat/post-trained,7.0,7–<15B
mncai/mistral-7b-dpo-v5,mncai,Chat/post-trained,7.0,7–<15B
mncai/mistral-7b-dpo-v6,mncai,Chat/post-trained,7.0,7–<15B
mncai/yi-34B-v2,mncai,Chat/post-trained,34.0,15–<40B
mncai/yi-34B-v3,mncai,Chat/post-trained,34.0,15–<40B
mobidic/solar-10b-platypus-lora,mobidic,Fine-tuned,10.0,7–<15B
mobiuslabsgmbh/aanaphi2-v0.1,mobiuslabsgmbh,Chat/post-trained,2.0,<3B
monology/mixtral-4x7b_slerp,monology,Merged,24.0,15–<40B
monology/mixtral-soup,monology,Merged,7.0,7–<15B
monology/mixtral-ties,monology,Merged,7.0,7–<15B
monster119120/OpenHermes-2.5-Mistral-7B-new,monster119120,Fine-tuned,7.0,7–<15B
moondriller/llama2-13B-eugeneparkthebest,moondriller,Fine-tuned,13.0,7–<15B
moreh/MoMo-70B-LoRA-V1.4,moreh,Unknown,,Unknown
moreh/MoMo-70B-lora-1.8.5-DPO,moreh,Chat/post-trained,72.0,≥40B
moreh/MoMo-70B-lora-1.8.6-DPO,moreh,Unknown,,Unknown
moreh/MoMo-72B-LoRA-V1.4,moreh,Fine-tuned,72.0,≥40B
moreh/MoMo-72B-lora-1.8.7-DPO,moreh,Chat/post-trained,72.0,≥40B
mosaicml/mpt-30b,mosaicml,Pretrained,30.0,15–<40B
mosaicml/mpt-30b-chat,mosaicml,Fine-tuned,30.0,15–<40B
mosaicml/mpt-30b-instruct,mosaicml,Fine-tuned,30.0,15–<40B
mosaicml/mpt-7b,mosaicml,Pretrained,7.0,7–<15B
mosaicml/mpt-7b-8k,mosaicml,Pretrained,7.0,7–<15B
mosaicml/mpt-7b-8k-chat,mosaicml,Fine-tuned,7.0,7–<15B
mosaicml/mpt-7b-8k-instruct,mosaicml,Chat/post-trained,7.0,7–<15B
mosaicml/mpt-7b-chat,mosaicml,Fine-tuned,7.0,7–<15B
mosaicml/mpt-7b-instruct,mosaicml,Fine-tuned,7.0,7–<15B
mosaicml/mpt-7b-storywriter,mosaicml,Fine-tuned,7.0,7–<15B
mrfakename/NeuralOrca-7B-v1,mrfakename,Chat/post-trained,7.0,7–<15B
mrfakename/TinyLlama-Mistral,mrfakename,Fine-tuned,1.0,<3B
mrfakename/WizardChatML-7B-v0,mrfakename,Chat/post-trained,7.0,7–<15B
mrm8488/llama-2-coder-7b,mrm8488,Fine-tuned,7.0,7–<15B
msu-rcc-lair/ruadapt_solar_10.7_darulm_unigram_proj_init_twostage_v1,msu-rcc-lair,Continually pretrained,10.0,7–<15B
msy127/mnsim-dpo-peftmerged-2-eos,msy127,Chat/post-trained,13.0,7–<15B
mtgv/MobileLLaMA-1.4B-Base,mtgv,Fine-tuned,1.0,<3B
mvpmaster/Einstein-4D-Marcoro14-7b-full-slerp,mvpmaster,Chat/post-trained,7.0,7–<15B
mvpmaster/Einstein-4D-MoE-2x7b-test,mvpmaster,Chat/post-trained,12.0,7–<15B
mvpmaster/Einstein-4d-Marcoro14-nddmpk-KrishnaHercules-7b-slerp,mvpmaster,Chat/post-trained,7.0,7–<15B
mvpmaster/NeuralDareDMistralPro-7b-slerp,mvpmaster,Chat/post-trained,7.0,7–<15B
mvpmaster/kellemar-KrishnaHercules-0.1-7b-slerp,mvpmaster,Chat/post-trained,7.0,7–<15B
mvpmaster/pmmpk-EinstainMorcoro14KrishnaHercules-7b-slerp,mvpmaster,Chat/post-trained,7.0,7–<15B
mwitiderrick/SwahiliInstruct-v0.1,mwitiderrick,Fine-tuned,7.0,7–<15B
mwitiderrick/SwahiliInstruct-v0.2,mwitiderrick,Fine-tuned,7.0,7–<15B
mwitiderrick/open_llama_3b_code_instruct_0.1,mwitiderrick,Chat/post-trained,3.0,3–<7B
mwitiderrick/open_llama_3b_glaive_assistant_v0.1,mwitiderrick,Fine-tuned,3.0,3–<7B
mwitiderrick/open_llama_3b_glaive_code_v0.1,mwitiderrick,Fine-tuned,3.0,3–<7B
mwitiderrick/open_llama_3b_glaive_v0.1,mwitiderrick,Fine-tuned,3.0,3–<7B
mwitiderrick/open_llama_3b_instruct_v_0.2,mwitiderrick,Chat/post-trained,3.0,3–<7B
mwitiderrick/shearedplats-2.7b-v2-instruct-v0.1,mwitiderrick,Chat/post-trained,2.0,<3B
mychen76/mistral-7b-merged-dare,mychen76,Fine-tuned,7.0,7–<15B
mychen76/mistral-7b-merged-dare_6x7,mychen76,Merged,7.0,7–<15B
mychen76/mistral-7b-merged-slerp,mychen76,Fine-tuned,7.0,7–<15B
mychen76/mistral-7b-merged-ties,mychen76,Fine-tuned,7.0,7–<15B
mychen76/openmixtral-4x7b-merged,mychen76,Fine-tuned,24.0,15–<40B
mychen76/openmixtral-6x7b-v2,mychen76,Merged,35.0,15–<40B
mzio/hedgehog-alpaca_clean_mistral-mistral_7b_lk_esn_tqk_lora-lk_untied_head-lsc_1,mzio,Fine-tuned,7.0,7–<15B
mzio/hedgehog-mistral_7b-alpaca_clean-smd_lora_1e_3,mzio,Fine-tuned,7.0,7–<15B
naivecat/cherry_5_7B,naivecat,Fine-tuned,7.0,7–<15B
namanpundir/theus_concepttagger,namanpundir,Fine-tuned,,Unknown
namespace-Pt/Llama-3-8B-Instruct-80K-QLoRA,namespace-Pt,Fine-tuned,8.0,7–<15B
namirocks/mistral-class-tutor-7b-ep3,namirocks,Fine-tuned,7.0,7–<15B
namirocks/mistral-shishya-all-hal-7b-ep3-v2,namirocks,Fine-tuned,7.0,7–<15B
namirocks/mistral-shishya-all-hal-model-7b-ep3,namirocks,Fine-tuned,7.0,7–<15B
namirocks/mistral-shishya-model-7b-ep3,namirocks,Fine-tuned,7.0,7–<15B
namirocks/mistral-tutor-model-7b-ep3,namirocks,Fine-tuned,7.0,7–<15B
namirocks/student-model-13b-ep3,namirocks,Fine-tuned,13.0,7–<15B
namirocks/tutor-model-13b-ep3,namirocks,Fine-tuned,13.0,7–<15B
namirocks/vicuna-tutor-shishya-model-7b-ep3,namirocks,Fine-tuned,7.0,7–<15B
naseerfaheem/SOLAR-10.7B-Instruct-ties,naseerfaheem,Fine-tuned,10.0,7–<15B
nasiruddin15/Mistral-dolphin-2.8-grok-instract-2-7B-slerp,nasiruddin15,Chat/post-trained,7.0,7–<15B
nasiruddin15/Mistral-grok-instract-2-7B-slerp,nasiruddin15,Chat/post-trained,7.0,7–<15B
nasiruddin15/Neural-grok-dolphin-Mistral-7B,nasiruddin15,Fine-tuned,7.0,7–<15B
nathan0/mpt_delta_tuned_model_v2,nathan0,Unknown,,Unknown
nathan0/mpt_delta_tuned_model_v3,nathan0,Unknown,,Unknown
nathanrchn/Qwen1.5-0.4B-Chat,nathanrchn,Merged,,Unknown
nbeerbower/Bophades-BruinsMaid-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/Flammen-Bophades-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/Flammen-Trismegistus-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/HeroBophades-2x7B,nbeerbower,Fine-tuned,12.0,7–<15B
nbeerbower/HeroBophades-3x7B,nbeerbower,Fine-tuned,18.0,15–<40B
nbeerbower/MaidFlameSoup-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/Maidphin-Kunoichi-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/SuperBruphin-3x7B,nbeerbower,Fine-tuned,18.0,15–<40B
nbeerbower/SuperFlammen-4x7B,nbeerbower,Fine-tuned,24.0,15–<40B
nbeerbower/Suppe-v1-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/bophades-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/bophades-mistral-math-DPO-7B,nbeerbower,Fine-tuned,7.0,7–<15B
nbeerbower/bophades-mistral-truthy-DPO-7B,nbeerbower,Fine-tuned,7.0,7–<15B
nbeerbower/bophades-v2-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/bruphin-epsilon,nbeerbower,Fine-tuned,7.0,7–<15B
nbeerbower/bruphin-iota,nbeerbower,Merged,7.0,7–<15B
nbeerbower/bruphin-kappa,nbeerbower,Merged,7.0,7–<15B
nbeerbower/bruphin-lambda,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen10-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen11-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen11X-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen12-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen13-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen13X-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen15-gutenberg-DPO-v1-7B,nbeerbower,Fine-tuned,7.0,7–<15B
nbeerbower/flammen15X-mistral-7B,nbeerbower,Fine-tuned,7.0,7–<15B
nbeerbower/flammen16-mistral-7B,nbeerbower,Fine-tuned,7.0,7–<15B
nbeerbower/flammen17-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen2,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen3,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen3X,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen5-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen6-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen8-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen9-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/flammen9X-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/llama-3-bophades-v2-8B,nbeerbower,Fine-tuned,8.0,7–<15B
nbeerbower/llama-3-dragonmaid-8B-v2,nbeerbower,Fine-tuned,8.0,7–<15B
nbeerbower/llama-3-gutenberg-8B,nbeerbower,Fine-tuned,8.0,7–<15B
nbeerbower/llama-3-sauce-v2-8B,nbeerbower,Fine-tuned,8.0,7–<15B
nbeerbower/llama-3-slerp-kraut-dragon-8B,nbeerbower,Merged,8.0,7–<15B
nbeerbower/llama-3-spicy-8B,nbeerbower,Merged,8.0,7–<15B
nbeerbower/llama-3-spicy-abliterated-stella-8B,nbeerbower,Merged,8.0,7–<15B
nbeerbower/llama-3-stella-8B,nbeerbower,Merged,8.0,7–<15B
nbeerbower/llama-3-stella-truthy-dpo-8B,nbeerbower,Fine-tuned,8.0,7–<15B
nbeerbower/llama-3-stinky-8B,nbeerbower,Fine-tuned,8.0,7–<15B
nbeerbower/llama-3-stinky-v2-8B,nbeerbower,Merged,8.0,7–<15B
nbeerbower/llama-3-wissenschaft-8B,nbeerbower,Merged,8.0,7–<15B
nbeerbower/llama-3-wissenschaft-8B-v2,nbeerbower,Fine-tuned,8.0,7–<15B
nbeerbower/slerp-bophades-truthy-math-mistral-7B,nbeerbower,Merged,7.0,7–<15B
nbeerbower/strange_3236-7B,nbeerbower,Merged,7.0,7–<15B
ncsgobubble/Llama-7B-rollercoaster_v2,ncsgobubble,Fine-tuned,6.0,3–<7B
ndavidson/Phi-2-openassistant,ndavidson,Fine-tuned,,Unknown
ndavidson/cisco-iNAM-1.1B,ndavidson,Fine-tuned,1.0,<3B
ndavidson/cisco-iNAM-phi-sft,ndavidson,Fine-tuned,,Unknown
neovalle/H4rmoniousAnthea,neovalle,Chat/post-trained,7.0,7–<15B
netcat420/MFANN3b,netcat420,Fine-tuned,3.0,3–<7B
netcat420/MFANN3bV0.8.10,netcat420,Merged,2.0,<3B
netcat420/MFANN3bv0.10,netcat420,Fine-tuned,2.0,<3B
netcat420/MFANN3bv0.10.10,netcat420,Merged,2.0,<3B
netcat420/MFANN3bv0.11,netcat420,Fine-tuned,2.0,<3B
netcat420/MFANN3bv0.2,netcat420,Fine-tuned,2.0,<3B
netcat420/MFANN3bv0.3,netcat420,Fine-tuned,2.0,<3B
netcat420/MFANN3bv0.4,netcat420,Fine-tuned,2.0,<3B
netcat420/MFANN3bv0.6,netcat420,Fine-tuned,2.0,<3B
netcat420/MFANN3bv0.7,netcat420,Fine-tuned,2.0,<3B
netcat420/MFANN3bv0.7.10,netcat420,Merged,2.0,<3B
netcat420/MFANN3bv0.8,netcat420,Fine-tuned,2.0,<3B
netcat420/MFANN3bv0.9,netcat420,Fine-tuned,2.0,<3B
netcat420/MFANNv0.11,netcat420,Fine-tuned,8.0,7–<15B
netcat420/MFANNv0.12,netcat420,Fine-tuned,8.0,7–<15B
netcat420/MFANNv0.2,netcat420,Fine-tuned,7.0,7–<15B
netcat420/MFANNv0.4,netcat420,Fine-tuned,7.0,7–<15B
netcat420/MFANNv0.5,netcat420,Fine-tuned,7.0,7–<15B
netcat420/MFANNv0.8,netcat420,Fine-tuned,8.0,7–<15B
nextai-team/Moe-2x7b-QA-Code,nextai-team,Fine-tuned,12.0,7–<15B
nextai-team/Moe-3x7b-QA-Code-Inst,nextai-team,Fine-tuned,18.0,15–<40B
nextai-team/Moe-4x7b-reason-code-qa,nextai-team,Fine-tuned,24.0,15–<40B
nfaheem/Marcoroni-7b-DPO-Merge,nfaheem,Fine-tuned,7.0,7–<15B
nicholasKluge/Aira-124M,nicholasKluge,Unknown,,Unknown
nicholasKluge/Aira-1B5,nicholasKluge,Unknown,,Unknown
nicholasKluge/Aira-2-124M,nicholasKluge,Unknown,,Unknown
nicholasKluge/Aira-2-1B1,nicholasKluge,Chat/post-trained,1.0,<3B
nicholasKluge/Aira-2-355M,nicholasKluge,Chat/post-trained,,Unknown
nicholasKluge/Aira-2-774M,nicholasKluge,Chat/post-trained,,Unknown
nicholasKluge/Aira-Instruct-124M,nicholasKluge,Unknown,,Unknown
nicholasKluge/Aira-Instruct-1B5,nicholasKluge,Unknown,,Unknown
nicholasKluge/Aira-Instruct-355M,nicholasKluge,Unknown,,Unknown
nicholasKluge/Aira-Instruct-774M,nicholasKluge,Unknown,,Unknown
nicholasKluge/Aira-Instruct-PT-1B7,nicholasKluge,Unknown,,Unknown
niizam/fiona-7B-v0.2,niizam,Fine-tuned,7.0,7–<15B
nisten/BigCodeLlama-92b,nisten,Merged,92.0,≥40B
nisten/bigdoc-c34b-instruct-tf32,nisten,Fine-tuned,34.0,15–<40B
nisten/shqiponja-15b-v1,nisten,Fine-tuned,15.0,15–<40B
nisten/shqiponja-59b-v1,nisten,Chat/post-trained,58.0,≥40B
nisten/smaugzilla-77b,nisten,Fine-tuned,76.0,≥40B
nkpz/llama2-22b-daydreamer-v3,nkpz,Fine-tuned,22.0,15–<40B
nlpguy/AlloyIngot,nlpguy,Fine-tuned,7.0,7–<15B
nlpguy/AlloyIngotNeo,nlpguy,Fine-tuned,7.0,7–<15B
nlpguy/AlloyIngotNeoX,nlpguy,Merged,7.0,7–<15B
nlpguy/AlloyIngotNeoY,nlpguy,Merged,7.0,7–<15B
nlpguy/ColorShadow-7B,nlpguy,Fine-tuned,7.0,7–<15B
nlpguy/ColorShadow-7B-v2,nlpguy,Fine-tuned,7.0,7–<15B
nlpguy/ColorShadow-7B-v3,nlpguy,Fine-tuned,7.0,7–<15B
nlpguy/Hermes-low-tune,nlpguy,Fine-tuned,7.0,7–<15B
nlpguy/Hermes-low-tune-2,nlpguy,Fine-tuned,7.0,7–<15B
nlpguy/Hermes-low-tune-3,nlpguy,Fine-tuned,7.0,7–<15B
nlpguy/Hermes-low-tune-3.1,nlpguy,Fine-tuned,7.0,7–<15B
nlpguy/Lelantos-low-tune,nlpguy,Fine-tuned,7.0,7–<15B
nlpguy/StarFusion-alpha1,nlpguy,Merged,7.0,7–<15B
nlpguy/StarFusion-alpha2,nlpguy,Merged,7.0,7–<15B
nlpguy/Starling-low-tune,nlpguy,Fine-tuned,,Unknown
nlpguy/StockFuseChat,nlpguy,Merged,7.0,7–<15B
nlpguy/T3QM7,nlpguy,Merged,7.0,7–<15B
nlpguy/T3QM7X,nlpguy,Merged,7.0,7–<15B
nlpguy/T3QM7XP,nlpguy,Fine-tuned,7.0,7–<15B
nlpguy/Westgate,nlpguy,Merged,7.0,7–<15B
nnethercott/llava-v1.5-7b-hf-vicuna,nnethercott,Pretrained,6.0,3–<7B
nnethercott/llava-v1.5-7b_vicuna,nnethercott,Pretrained,6.0,3–<7B
nnethercott/orca-open_hermes-llava-v1.5-7b-dpo,nnethercott,Chat/post-trained,6.0,3–<7B
nnheui/pythia-1.4b-sft-full,nnheui,Fine-tuned,1.0,<3B
nnheui/pythia-410m-sft-full,nnheui,Fine-tuned,,Unknown
nnheui/stablelm-2-1_6b-sft-full,nnheui,Fine-tuned,1.0,<3B
nnpy/Nape-0,nnpy,Fine-tuned,1.0,<3B
nomic-ai/gpt4all-j,nomic-ai,Unknown,,Unknown
nonetrix/pippafeet-11B-0.1,nonetrix,Merged,11.0,7–<15B
nonetrix/sillyrp-7b,nonetrix,Merged,7.0,7–<15B
notadib/Mistral-7B-Instruct-v0.2-attention-sparsity-10-v0.1,notadib,Chat/post-trained,7.0,7–<15B
notadib/Mistral-7B-Instruct-v0.2-attention-sparsity-30,notadib,Chat/post-trained,7.0,7–<15B
notbdq/alooowso,notbdq,Chat/post-trained,7.0,7–<15B
notstoic/PygmalionCoT-7b,notstoic,Fine-tuned,6.0,3–<7B
nthngdy/pythia-owt2-70m-100k,nthngdy,Fine-tuned,,Unknown
nthngdy/pythia-owt2-70m-50k,nthngdy,Fine-tuned,,Unknown
numfa/numfa_3b_1epoch,numfa,Pretrained,3.0,3–<7B
numfa/numfa_v2-1b,numfa,Pretrained,1.0,<3B
numfa/numfalm_v2-1b,numfa,Pretrained,1.0,<3B
nvidia/Llama3-ChatQA-1.5-70B,nvidia,Fine-tuned,70.0,≥40B
nvidia/Llama3-ChatQA-1.5-8B,nvidia,Fine-tuned,8.0,7–<15B
nvidia/OpenMath-Mistral-7B-v0.1-hf,nvidia,Fine-tuned,7.0,7–<15B
nxn1231/yi6,nxn1231,Pretrained,6.0,3–<7B
occultml/CatMarcoro14-7B-slerp,occultml,Fine-tuned,7.0,7–<15B
occultml/Helios-10.7B,occultml,Fine-tuned,7.0,7–<15B
occultml/Helios-10.7B-v2,occultml,Fine-tuned,7.0,7–<15B
ogimgio/gpt-neo-125m-neurallinguisticpioneers,ogimgio,Fine-tuned,,Unknown
oh-yeontaek/llama-2-13B-LoRA-assemble,oh-yeontaek,Fine-tuned,13.0,7–<15B
oh-yeontaek/llama-2-70B-LoRA-assemble,oh-yeontaek,Unknown,,Unknown
oh-yeontaek/llama-2-70B-LoRA-assemble-v2,oh-yeontaek,Fine-tuned,70.0,≥40B
oh-yeontaek/llama-2-70B-LoRA-assemble-v3,oh-yeontaek,Unknown,,Unknown
oh-yeontaek/llama-2-7B-LoRA-assemble,oh-yeontaek,Fine-tuned,7.0,7–<15B
one-man-army/UNA-34Beagles-32K-bf16-v1,one-man-army,Fine-tuned,34.0,15–<40B
one-man-army/una-neural-chat-v3-3-P1-OMA,one-man-army,Fine-tuned,,Unknown
one-man-army/una-neural-chat-v3-3-P2-OMA,one-man-army,Fine-tuned,7.0,7–<15B
ontocord/Felix-8B,ontocord,Chat/post-trained,8.0,7–<15B
ontocord/phi-3-22b,ontocord,Fine-tuned,22.0,15–<40B
oobabooga/CodeBooga-34B-v0.1,oobabooga,Merged,33.0,15–<40B
openBuddy/openbuddy-llama2-34b-v11.1-bf16,openBuddy,Fine-tuned,33.0,15–<40B
openaccess-ai-collective/DPOpenHermes-11B,openaccess-ai-collective,Fine-tuned,10.0,7–<15B
openaccess-ai-collective/DPOpenHermes-7B,openaccess-ai-collective,Fine-tuned,7.0,7–<15B
openaccess-ai-collective/DPOpenHermes-7B-v2,openaccess-ai-collective,Chat/post-trained,7.0,7–<15B
openaccess-ai-collective/dpopenhermes-alpha-v0,openaccess-ai-collective,Fine-tuned,7.0,7–<15B
openaccess-ai-collective/grendel,openaccess-ai-collective,Unknown,,Unknown
openaccess-ai-collective/hippogriff-30b-chat,openaccess-ai-collective,Fine-tuned,30.0,15–<40B
openaccess-ai-collective/jackalope-7b,openaccess-ai-collective,Fine-tuned,7.0,7–<15B
openaccess-ai-collective/manticore-13b,openaccess-ai-collective,Fine-tuned,13.0,7–<15B
openaccess-ai-collective/manticore-30b-chat-pyg-alpha,openaccess-ai-collective,Fine-tuned,32.0,15–<40B
openaccess-ai-collective/minotaur-13b,openaccess-ai-collective,Fine-tuned,13.0,7–<15B
openaccess-ai-collective/minotaur-13b-fixed,openaccess-ai-collective,Fine-tuned,13.0,7–<15B
openaccess-ai-collective/mistral-7b-slimorcaboros,openaccess-ai-collective,Fine-tuned,7.0,7–<15B
openaccess-ai-collective/wizard-mega-13b,openaccess-ai-collective,Fine-tuned,13.0,7–<15B
openagi-project/OpenAGI-7B-v0.1,openagi-project,Chat/post-trained,7.0,7–<15B
openagi-project/OpenAGI-7B-v0.1-test-ada,openagi-project,Fine-tuned,7.0,7–<15B
openagi-project/OpenAGI-7B-v0.2,openagi-project,Chat/post-trained,7.0,7–<15B
openai-community/gpt2,openai-community,Pretrained,,Unknown
openai-community/gpt2-large,openai-community,Pretrained,,Unknown
openbmb/Eurus-RM-7b,openbmb,Chat/post-trained,7.0,7–<15B
openbmb/MiniCPM-2B-dpo-bf16-llama-format,openbmb,Chat/post-trained,2.0,<3B
openbmb/UltraLM-13b,openbmb,Fine-tuned,13.0,7–<15B
openbmb/UltraLM-13b-v2.0,openbmb,Fine-tuned,13.0,7–<15B
openbmb/UltraLM-65b,openbmb,Unknown,65.0,≥40B
openbmb/UltraRM-13b,openbmb,Fine-tuned,12.0,7–<15B
openchat/openchat-3.5-0106,openchat,Chat/post-trained,7.0,7–<15B
openchat/openchat-3.5-0106-gemma,openchat,Chat/post-trained,8.0,7–<15B
openchat/openchat-3.5-1210,openchat,Fine-tuned,7.0,7–<15B
openchat/openchat-3.6-8b-20240522,openchat,Chat/post-trained,8.0,7–<15B
openchat/openchat_3.5,openchat,Fine-tuned,,Unknown
openchat/openchat_8192,openchat,Fine-tuned,,Unknown
openchat/openchat_v2,openchat,Fine-tuned,,Unknown
openchat/openchat_v2_w,openchat,Fine-tuned,,Unknown
openchat/openchat_v3.1,openchat,Fine-tuned,,Unknown
openchat/openchat_v3.2,openchat,Fine-tuned,,Unknown
openchat/openchat_v3.2_super,openchat,Fine-tuned,,Unknown
opencsg/csg-wukong-1B,opencsg,Pretrained,1.0,<3B
opencsg/csg-wukong-1B-chat-v0.1,opencsg,Pretrained,1.0,<3B
opencsg/csg-wukong-1B-orpo-bf16,opencsg,Pretrained,1.0,<3B
opencsg/csg-wukong-1B-sft-bf16,opencsg,Pretrained,1.0,<3B
opencsg/csg-wukong-1B-sft-dpo-bf16,opencsg,Pretrained,1.0,<3B
openlm-research/open_llama_13b,openlm-research,Pretrained,13.0,7–<15B
openlm-research/open_llama_3b,openlm-research,Pretrained,3.0,3–<7B
openlm-research/open_llama_3b_v2,openlm-research,Pretrained,3.0,3–<7B
