repo,family
open-llm-leaderboard-old/details_jondurbin__airoboros-34b-3.3,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-65b-gpt4-1.4-peft,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-65b-gpt4-2.0,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-65b-gpt4-m2.0,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-7b-gpt4-1.2,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-7b-gpt4,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-7b-gpt4-1.3,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-65b-gpt4-1.3,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-7b,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-70b-2.2.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-7b-gpt4-1.4,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-7b-gpt4-1.4.1-qlora,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-7b-gpt4-1.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-gpt-3.5-turbo-100k-7b,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-c34b-2.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-c34b-2.2.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-13b-2.2.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-13b-gpt4-2.0,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-13b-gpt4-m2.0,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-13b-2.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-70b-gpt4-m2.0,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-70b-gpt4-1.4.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-70b-gpt4-2.0,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-7b-2.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-13b-gpt4-1.4.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-7b-2.2.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__bagel-8b-v1.0,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-13b-3.0,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-7b-gpt4-1.4.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-70b-3.1.2,jondurbin
open-llm-leaderboard-old/details_jondurbin__bagel-dpo-7b-v0.5,jondurbin
open-llm-leaderboard-old/details_jondurbin__airocoder-34b-2.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-7b-gpt4-m2.0,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-l2-70b-2.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__airoboros-m-7b-3.1.2,jondurbin
open-llm-leaderboard-old/details_jondurbin__bagel-34b-v0.2,jondurbin
open-llm-leaderboard-old/details_jondurbin__bagel-34b-v0.4,jondurbin
open-llm-leaderboard-old/details_jondurbin__bagel-34b-v0.5,jondurbin
open-llm-leaderboard-old/details_jondurbin__bagel-7b-v0.4,jondurbin
open-llm-leaderboard-old/details_jondurbin__bagel-7b-v0.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__bagel-7b-v0.5,jondurbin
open-llm-leaderboard-old/details_jondurbin__spicyboros-7b-2.2,jondurbin
open-llm-leaderboard-old/details_jondurbin__bagel-dpo-34b-v0.5,jondurbin
open-llm-leaderboard-old/details_jondurbin__bagel-dpo-7b-v0.4,jondurbin
open-llm-leaderboard-old/details_jondurbin__bagel-dpo-7b-v0.1,jondurbin
open-llm-leaderboard-old/details_jondurbin__bagel-8x7b-v0.2,jondurbin
open-llm-leaderboard-old/details_jrahn__llama-3-8b-claudstruct-v1,jrahn
open-llm-leaderboard-old/details_jondurbin__cinematika-7b-v0.1,jondurbin
open-llm-leaderboard-old/details_jrahn__llama-3-8b-claudstruct-v2,jrahn
open-llm-leaderboard-old/details_jrahn__llama-3-8b-claudstruct-v3,jrahn
open-llm-leaderboard-old/details_jondurbin__bagel-dpo-34b-v0.2,jondurbin
open-llm-leaderboard-old/details_jordiclive__Llama-2-70b-oasst-1-200,jordiclive
open-llm-leaderboard-old/details_joowon99__SOLAR-10.7B-ko_alpaca,joowon99
open-llm-leaderboard-old/details_jrruethe__balthazar-2x10.7b-v1,jrruethe
open-llm-leaderboard-old/details_jondurbin__spicyboros-70b-2.2,jondurbin
open-llm-leaderboard-old/details_jsfs11__MixtureofMerges-MoE-4x7b-v10-mixtralv0.3,jsfs11
open-llm-leaderboard-old/details_jondurbin__nontoxic-bagel-34b-v0.2,jondurbin
open-llm-leaderboard-old/details_jpquiroga__Mistral_7B_dare_slerp_merge_instruct_open_orca,jpquiroga
open-llm-leaderboard-old/details_jpquiroga__Mistral_7B_dare_ties_merge_instruct_open_orca,jpquiroga
open-llm-leaderboard-old/details_jordiclive__gpt4all-alpaca-oa-codealpaca-lora-13b,jordiclive
open-llm-leaderboard-old/details_jpquiroga__Mistral_7B_slerp_merge_instruct_open_orca,jpquiroga
open-llm-leaderboard-old/details_jpechg__Sour-Marcoro-12.5B,jpechg
open-llm-leaderboard-old/details_jpquiroga__Mistral_7B_ties_merge_instruct_open_orca_codeninja,jpquiroga
open-llm-leaderboard-old/details_jsfs11__TemptressTensor-10.7B-v0.1a,jsfs11
open-llm-leaderboard-old/details_jsfs11__HighdensityRPMerge-7B,jsfs11
open-llm-leaderboard-old/details_jsfs11__MixtureofMerges-MoE-2x7b-v7,jsfs11
open-llm-leaderboard-old/details_jpquiroga__Mistral_7B_ties_merge_instruct_open_orca,jpquiroga
open-llm-leaderboard-old/details_jsfs11__MixtureofMerges-MoE-2x7b-SLERPv0.9,jsfs11
open-llm-leaderboard-old/details_jphme__orca_mini_v2_ger_7b,jphme
open-llm-leaderboard-old/details_jphme__em_german_leo_mistral,jphme
open-llm-leaderboard-old/details_jsfs11__MixtureofMerges-MoE-2x7b-v6,jsfs11
open-llm-leaderboard-old/details_jsfs11__MixtureofMerges-MoE-2x7bRP-v8,jsfs11
open-llm-leaderboard-old/details_jsfs11__MixtureofMerges-MoE-4x7b-v3,jsfs11
open-llm-leaderboard-old/details_jsfs11__MixtureofMerges-MoE-4x7b-v4,jsfs11
open-llm-leaderboard-old/details_jsfs11__MoEv4Config-TestWeightedTIES-7b,jsfs11
open-llm-leaderboard-old/details_jsfs11__MixtureofMerges-MoE-4x7b-v5,jsfs11
open-llm-leaderboard-old/details_jsfs11__MixtureofMerges-MoE-v2,jsfs11
open-llm-leaderboard-old/details_jsfs11__RandomMergeNoNormWEIGHTED-7B-DARETIES,jsfs11
open-llm-leaderboard-old/details_jsfs11__SnorkelWestBeagle-DARETIES-7B,jsfs11
open-llm-leaderboard-old/details_jsfs11__TurdusTrixBeagle-DARETIES-7B,jsfs11
open-llm-leaderboard-old/details_jsfs11__WildMBXMarconi-SLERP-7B,jsfs11
open-llm-leaderboard-old/details_jsfs11__West-Dare-7B,jsfs11
open-llm-leaderboard-old/details_jsfs11__WestOrcaNeural-V2-DARETIES-7B,jsfs11
open-llm-leaderboard-old/details_jsfs11__WONMSeverusDevil-TIES-7B,jsfs11
open-llm-leaderboard-old/details_jsfs11__WestOrcaNeuralMarco-DPO-v2-DARETIES-7B,jsfs11
open-llm-leaderboard-old/details_jsk0214__Seagull-llama-3-8B-orpo-v0.4,jsk0214
open-llm-leaderboard-old/details_jsk0214__Seagull-llama-3-8B-orpo-v0.5,jsk0214
open-llm-leaderboard-old/details_juhwanlee__experiment2-cause-v1,juhwanlee
open-llm-leaderboard-old/details_juhwanlee__experiment2-non-cause-v1,juhwanlee
open-llm-leaderboard-old/details_jslin09__bloom-560m-finetuned-fraud,jslin09
open-llm-leaderboard-old/details_jukofyork__Dark-Miqu-70B,jukofyork
open-llm-leaderboard-old/details_juhwanlee__gemma-7B-alpaca-case-0-2,juhwanlee
open-llm-leaderboard-old/details_juhwanlee__gemma-7B-alpaca-case-0-3,juhwanlee
open-llm-leaderboard-old/details_jukofyork__Dusk-Miqu-70B,jukofyork
open-llm-leaderboard-old/details_jukofyork__Dawn-Miqu-70B,jukofyork
open-llm-leaderboard-old/details_juhwanlee__gemma-7B-alpaca-case-1-3,juhwanlee
open-llm-leaderboard-old/details_juhwanlee__gemma-7B-alpaca-case-2-2,juhwanlee
open-llm-leaderboard-old/details_juhwanlee__gemma-7B-alpaca-case-2-3,juhwanlee
open-llm-leaderboard-old/details_juhwanlee__gemma-7B-alpaca-case-1-2,juhwanlee
open-llm-leaderboard-old/details_juhwanlee__gemma-7B-alpaca-case-3-2,juhwanlee
open-llm-leaderboard-old/details_juhwanlee__gemma-7B-alpaca-case-3-3,juhwanlee
open-llm-leaderboard-old/details_juhwanlee__llmdo-Mistral-7B-case-5,juhwanlee
open-llm-leaderboard-old/details_kaist-ai__mistral-orpo-alpha,kaist-ai
open-llm-leaderboard-old/details_juhwanlee__llmdo-Mistral-7B-case-1,juhwanlee
open-llm-leaderboard-old/details_juhwanlee__llmdo-Mistral-7B-case-6,juhwanlee
open-llm-leaderboard-old/details_kaist-ai__mistral-orpo-capybara-7k,kaist-ai
open-llm-leaderboard-old/details_juhwanlee__llmdo-Mistral-7B-case-7,juhwanlee
open-llm-leaderboard-old/details_juhwanlee__llmdo-Mistral-7B-case-c-v1,juhwanlee
open-llm-leaderboard-old/details_jukofyork__Eurus-70b-nca-fixed,jukofyork
open-llm-leaderboard-old/details_julleong__illuni-llama-2-ko-7b-test,julleong
open-llm-leaderboard-old/details_jxhong__CAlign-alpaca-7b,jxhong
open-llm-leaderboard-old/details_jukofyork__Eurus-70b-sft-fixed,jukofyork
open-llm-leaderboard-old/details_junelee__wizard-vicuna-13b,junelee
open-llm-leaderboard-old/details_juhwanlee__llmdo-Mistral-7B-case-c,juhwanlee
open-llm-leaderboard-old/details_jzjiao__opt-1.3b-rlhf,jzjiao
open-llm-leaderboard-old/details_jylee420__gemma-2b-data-std,jylee420
open-llm-leaderboard-old/details_julianweng__Llama-2-7b-chat-orcah,julianweng
open-llm-leaderboard-old/details_karimbkh__mistral-7b-cogeo,karimbkh
open-llm-leaderboard-old/details_kaist-ai__mistral-orpo-beta,kaist-ai
open-llm-leaderboard-old/details_kaitchup__Maixtchup-4x7b,kaitchup
open-llm-leaderboard-old/details_kaitchup__Mayonnaise-4in1-01,kaitchup
open-llm-leaderboard-old/details_kaitchup__Maixtchup-4x7b-QLoRA-SFT-UltraChat,kaitchup
open-llm-leaderboard-old/details_kaitchup__Mayonnaise-4in1-02,kaitchup
open-llm-leaderboard-old/details_kaitchup__Mayonnaise-4in1-022,kaitchup
open-llm-leaderboard-old/details_kaitchup__Mayonnaise-4in1-03,kaitchup
open-llm-leaderboard-old/details_kalisai__Nusantara-2.7b-Indo-Chat,kalisai
open-llm-leaderboard-old/details_kalisai__Nusantara-0.8b-Indo-Chat,kalisai
open-llm-leaderboard-old/details_kalisai__Nusantara-1.8b-Indo-Chat,kalisai
open-llm-leaderboard-old/details_kaitchup__TheMayonnaise,kaitchup
open-llm-leaderboard-old/details_kajdun__iubaris-13b-v3,kajdun
open-llm-leaderboard-old/details_kalisai__Nusantara-7b-Indo-Chat,kalisai
open-llm-leaderboard-old/details_kalisai__Nusantara-4b-Indo-Chat,kalisai
open-llm-leaderboard-old/details_karakuri-ai__karakuri-lm-70b-chat-v0.1,karakuri-ai
open-llm-leaderboard-old/details_kekmodel__StopCarbon-10.7B-v4,kekmodel
open-llm-leaderboard-old/details_kekmodel__StopCarbon-10.7B-v3,kekmodel
open-llm-leaderboard-old/details_kashif__stack-llama-2,kashif
open-llm-leaderboard-old/details_kekmodel__StopCarbon-10.7B-v6,kekmodel
open-llm-leaderboard-old/details_kevin009__TinyNaughtyLlama-v1.0,kevin009
open-llm-leaderboard-old/details_kekmodel__StopCarbon-10.7B-v5,kekmodel
open-llm-leaderboard-old/details_kevin009__flyingllama-v2,kevin009
open-llm-leaderboard-old/details_khKim__adapter_test,khKim
open-llm-leaderboard-old/details_kevin009__flyingllama,kevin009
open-llm-leaderboard-old/details_kenhktsui__nano-phi-115M-v0.1,kenhktsui
open-llm-leaderboard-old/details_kihoonlee__stock-solar-10.7b-v1,kihoonlee
open-llm-leaderboard-old/details_kevin009__babyllama-v0.6,kevin009
open-llm-leaderboard-old/details_kekmodel__StopCarbon-10.7B-v2,kekmodel
open-llm-leaderboard-old/details_kimdeokgi__merge_model_test1,kimdeokgi
open-llm-leaderboard-old/details_kimdeokgi__dpo_model_test1,kimdeokgi
open-llm-leaderboard-old/details_kevin009__lamatama,kevin009
open-llm-leaderboard-old/details_kevin009__Llamafia,kevin009
open-llm-leaderboard-old/details_kimou605__BioTATA-7B,kimou605
open-llm-leaderboard-old/details_kimdeokgi__merge_model_test2,kimdeokgi
open-llm-leaderboard-old/details_kingbri__airolima-chronos-grad-l2-13B,kingbri
open-llm-leaderboard-old/details_kimou605__shadow-clown-BioMistral-7B-SLERP,kimou605
open-llm-leaderboard-old/details_kimwooglae__AISquare-Instruct-SOLAR-10.7b-v0.5.31,kimwooglae
open-llm-leaderboard-old/details_kingbri__chronolima-airo-grad-l2-13B,kingbri
open-llm-leaderboard-old/details_kittn__mistral-7B-v0.1-hf,kittn
open-llm-leaderboard-old/details_klosax__open_llama_13b_600bt_preview,klosax
open-llm-leaderboard-old/details_klosax__open_llama_7b_400bt_preview,klosax
open-llm-leaderboard-old/details_kevin009__llamaRAGdrama,kevin009
open-llm-leaderboard-old/details_klosax__pythia-160m-deduped-step92k-193bt,klosax
open-llm-leaderboard-old/details_klosax__pythia-70m-deduped-step44k-92bt,klosax
open-llm-leaderboard-old/details_kimou605__shadow-clown-BioMistral-7B-DARE,kimou605
open-llm-leaderboard-old/details_kno10__ende-chat-0.0.4,kno10
open-llm-leaderboard-old/details_kodonho__Solar-OrcaDPO-Solar-Instruct-SLERP,kodonho
open-llm-leaderboard-old/details_kodonho__Momo-70b-DPO-mixed,kodonho
open-llm-leaderboard-old/details_kodonho__Solar-M-SakuraSolar-Mixed,kodonho
open-llm-leaderboard-old/details_kimwooglae__AISquare-Instruct-SOLAR-10.7b-v0.5.32,kimwooglae
open-llm-leaderboard-old/details_kodonho__SolarM-SakuraSolar-SLERP,kodonho
open-llm-leaderboard-old/details_kreimben__CodeMind-gemma,kreimben
open-llm-leaderboard-old/details_kreimben__CodeMind-gemma-2b,kreimben
open-llm-leaderboard-old/details_krevas__LDCC-Instruct-Llama-2-ko-13B-v2,krevas
open-llm-leaderboard-old/details_krevas__SOLAR-10.7B,krevas
open-llm-leaderboard-old/details_kunkun666__kunkun_dat_llama_13b_alpaca,kunkun666
open-llm-leaderboard-old/details_kunkun666__kunkun_dat,kunkun666
open-llm-leaderboard-old/details_klosax__open_llama_3b_350bt_preview,klosax
open-llm-leaderboard-old/details_kuotient__Seagull-Llama-3-8B-orpo-v0.1,kuotient
open-llm-leaderboard-old/details_kuotient__Seagull-Llama-3-8B-orpo-v0.3,kuotient
open-llm-leaderboard-old/details_kwchoi__DPO_mistral_7b_ultra_0124_v1,kwchoi
open-llm-leaderboard-old/details_kwchoi__DPO_mistral_7b_alpaca_0124_v1,kwchoi
open-llm-leaderboard-old/details_kwchoi__DPO_mistral_7b_ultra_0129_1k,kwchoi
open-llm-leaderboard-old/details_kwchoi__DPO_mistral_v01_7b_ultra_0130_1k,kwchoi
open-llm-leaderboard-old/details_kwchoi__DPO_mistral_v01_7b_ultra_0131_1k_1epoch,kwchoi
open-llm-leaderboard-old/details_kyujinpy__PlatYi-34B-200K-Q,kyujinpy
open-llm-leaderboard-old/details_kyujinpy__PlatYi-34B-200k-Q-FastChat,kyujinpy
open-llm-leaderboard-old/details_krevas__LDCC-Instruct-Llama-2-ko-13B,krevas
open-llm-leaderboard-old/details_kyujinpy__PlatYi-34B-Llama,kyujinpy
open-llm-leaderboard-old/details_kyujinpy__PlatYi-34B-LoRA,kyujinpy
open-llm-leaderboard-old/details_kyujinpy__PlatYi-34B-Llama-Q-FastChat,kyujinpy
open-llm-leaderboard-old/details_kyujinpy__PlatYi-34B-Llama-Q-v3,kyujinpy
open-llm-leaderboard-old/details_kyujinpy__SOLAR-Platypus-10.7B-v1,kyujinpy
open-llm-leaderboard-old/details_kyujinpy__Sakura-SOLAR-Instruct,kyujinpy
open-llm-leaderboard-old/details_kyujinpy__PlatYi-34B-Q,kyujinpy
open-llm-leaderboard-old/details_kyujinpy__Sakura-SOLAR-Instruct-DPO-v1,kyujinpy
open-llm-leaderboard-old/details_kyujinpy__Sakura-SOLRCA-Instruct-DPO,kyujinpy
open-llm-leaderboard-old/details_kyujinpy__PlatYi-34B-Llama-Q-v2,kyujinpy
open-llm-leaderboard-old/details_kyujinpy__Sakura-SOLRCA-Math-Instruct-DPO-v1,kyujinpy
open-llm-leaderboard-old/details_kyujinpy__Sakura-SOLRCA-Math-Instruct-DPO-v2,kyujinpy
open-llm-leaderboard-old/details_kz919__mistral-7b-dpo-open-orca-flan-50k-synthetic-5-models,kz919
open-llm-leaderboard-old/details_kyujinpy__SOLAR-Platypus-10.7B-v2,kyujinpy
open-llm-leaderboard-old/details_kz919__mistral-7b-sft-open-orca-flan-50k,kz919
open-llm-leaderboard-old/details_l3utterfly__llama2-7b-layla,l3utterfly
open-llm-leaderboard-old/details_l3utterfly__minima-3b-layla-v2,l3utterfly
open-llm-leaderboard-old/details_l3utterfly__mistral-7b-v0.1-layla-v1,l3utterfly
open-llm-leaderboard-old/details_l3utterfly__mistral-7b-v0.1-layla-v2,l3utterfly
open-llm-leaderboard-old/details_kyujinpy__Sakura-SOLAR-Instruct-DPO-v2,kyujinpy
open-llm-leaderboard-old/details_l3utterfly__mistral-7b-v0.1-layla-v3,l3utterfly
open-llm-leaderboard-old/details_l3utterfly__mistral-7b-v0.1-layla-v4,l3utterfly
open-llm-leaderboard-old/details_l3utterfly__mistral-7b-v0.1-layla-v4-chatml,l3utterfly
open-llm-leaderboard-old/details_l3utterfly__open-llama-3b-v2-layla,l3utterfly
open-llm-leaderboard-old/details_keyfan__vicuna-chinese-replication-v1.1,keyfan
open-llm-leaderboard-old/details_khoantap__wizard-limarp,khoantap
open-llm-leaderboard-old/details_kevinpro__Vicuna-13B-CoT,kevinpro
open-llm-leaderboard-old/details_khyat__gujju-llama-instruct-v1.0,khyat
open-llm-leaderboard-old/details_kidyu__Moza-7B-v1.0,kidyu
open-llm-leaderboard-old/details_kekmodel__StopCarbon-10.7B-v1,kekmodel
open-llm-leaderboard-old/details_kihoonlee__Merge-13B-v1-test,kihoonlee
open-llm-leaderboard-old/details_langgptai__qwen1.5-7b-chat-sa-v0.1,langgptai
open-llm-leaderboard-old/details_langgptai__Qwen-sft-la-v0.1,langgptai
open-llm-leaderboard-old/details_langgptai__Qwen-las-v0.1,langgptai
open-llm-leaderboard-old/details_langgptai__bloomz-7b1-sa-v0.1,langgptai
open-llm-leaderboard-old/details_langgptai__llama3-8b_sa_v0.1,langgptai
open-llm-leaderboard-old/details_langgptai__Qwen-sft-ls-v0.1,langgptai
open-llm-leaderboard-old/details_lcw99__llama-3-10b-it-kor-extented-chang,lcw99
open-llm-leaderboard-old/details_lcw99__llama-3-8b-it-kor-extented-chang,lcw99
open-llm-leaderboard-old/details_lcw99__llama-3-10b-it-ko-2024-0527,lcw99
open-llm-leaderboard-old/details_lcw99__llama-3-10b-it-kor-extented-chang-pro8,lcw99
open-llm-leaderboard-old/details_kfkas__Llama-2-ko-7b-Chat,kfkas
open-llm-leaderboard-old/details_l3utterfly__phi-2-layla-v1,l3utterfly
open-llm-leaderboard-old/details_l3utterfly__tinyllama-1.1b-layla-v4,l3utterfly
open-llm-leaderboard-old/details_l3utterfly__phi-2-layla-v1-chatml,l3utterfly
open-llm-leaderboard-old/details_l3utterfly__tinyllama-1.1b-layla-v1,l3utterfly
open-llm-leaderboard-old/details_lemon-mint__gemma-ko-1.1-2b-it,lemon-mint
open-llm-leaderboard-old/details_lemon-mint__gemma-ko-7b-instruct-v0.52,lemon-mint
open-llm-leaderboard-old/details_lemon07r__Llama-3-MahouDevil-8B,lemon07r
open-llm-leaderboard-old/details_kyujinpy__PlatYi-34B-Llama-Q,kyujinpy
open-llm-leaderboard-old/details_lemon07r__llama-3-NeuralMahou,lemon07r
open-llm-leaderboard-old/details_lamhieu__ghost-7b-v0.9.1,lamhieu
open-llm-leaderboard-old/details_lamhieu__ghost-7b-v0.9.0,lamhieu
open-llm-leaderboard-old/details_layoric__llama-2-13b-code-alpaca,layoric
open-llm-leaderboard-old/details_ldahee__SLAL-0.1,ldahee
open-llm-leaderboard-old/details_ledjo__Gabriel-8x7B-Instruct-v0.1,ledjo
open-llm-leaderboard-old/details_lemon-mint__gemma-7b-openhermes-v0.80,lemon-mint
open-llm-leaderboard-old/details_leejaymin__etri-ones-solar,leejaymin
open-llm-leaderboard-old/details_leejunhyeok__MoMo-70B-LoRA-V1.2_1,leejunhyeok
open-llm-leaderboard-old/details_lemon-mint__gemma-ko-7b-instruct-v0.71,lemon-mint
open-llm-leaderboard-old/details_lemon-mint__gemma-ko-7b-instruct-v0.50,lemon-mint
open-llm-leaderboard-old/details_lex-hue__Delexa-Instruct-V0.1-7b,lex-hue
open-llm-leaderboard-old/details_l3utterfly__minima-3b-layla-v1,l3utterfly
open-llm-leaderboard-old/details_lemon-mint__gemma-ko-7b-instruct-v0.62,lemon-mint
open-llm-leaderboard-old/details_leonarad__hope_for_7b_1.1v,leonarad
open-llm-leaderboard-old/details_leonarad__hope_for_7b_1.0v,leonarad
open-llm-leaderboard-old/details_leonarad__hope_for,leonarad
open-llm-leaderboard-old/details_leveldevai__BeagleMist-7B,leveldevai
open-llm-leaderboard-old/details_leveldevai__MBA-7B,leveldevai
open-llm-leaderboard-old/details_leveldevai__MarcBeagle-7B,leveldevai
open-llm-leaderboard-old/details_leveldevai__MarcDareBeagle-7B,leveldevai
open-llm-leaderboard-old/details_leveldevai__TurdusBeagle-7B,leveldevai
open-llm-leaderboard-old/details_leveldevai__TurdusDareBeagle-7B,leveldevai
open-llm-leaderboard-old/details_lgaalves__gpt2_camel_physics-platypus,lgaalves
open-llm-leaderboard-old/details_lemon-mint__gemma-2b-translation-v0.103,lemon-mint
open-llm-leaderboard-old/details_lgaalves__mistral-7b-platypus1k,lgaalves
open-llm-leaderboard-old/details_lex-hue__Delexa-7b-128k,lex-hue
open-llm-leaderboard-old/details_lgaalves__gpt2_platypus-camel_physics,lgaalves
open-llm-leaderboard-old/details_lex-hue__Delexa-7b,lex-hue
open-llm-leaderboard-old/details_lightblue__suzume-llama-3-8B-multilingual,lightblue
open-llm-leaderboard-old/details_lighteternal__Llama-3-8B-Instruct-MergeSLERP-Gradient1048k-OpenBioLLM,lighteternal
open-llm-leaderboard-old/details_lgaalves__llama-2-13b-chat-platypus,lgaalves
open-llm-leaderboard-old/details_lgaalves__gpt2-xl_lima,lgaalves
open-llm-leaderboard-old/details_lighteternal__Llama-3-8B-Instruct-MergeSLERP-Gradient1048kIO-OpenBioLLM,lighteternal
open-llm-leaderboard-old/details_lighteternal__Llama3-merge-biomed-8b,lighteternal
open-llm-leaderboard-old/details_lex-hue__LexGPT-V3,lex-hue
open-llm-leaderboard-old/details_lgaalves__gpt2_guanaco-dolly-platypus,lgaalves
open-llm-leaderboard-old/details_lgaalves__gpt2_open-platypus,lgaalves
open-llm-leaderboard-old/details_lgaalves__gpt2-dolly,lgaalves
open-llm-leaderboard-old/details_lgaalves__gpt-2-xl_camel-ai-physics,lgaalves
open-llm-leaderboard-old/details_lex-hue__Delexa-V0.1-7b,lex-hue
open-llm-leaderboard-old/details_lgaalves__mistral-7b_open_platypus,lgaalves
open-llm-leaderboard-old/details_lgaalves__llama-2-7b-hf_open-platypus,lgaalves
open-llm-leaderboard-old/details_lgaalves__gpt2_platypus-dolly-guanaco,lgaalves
open-llm-leaderboard-old/details_lilloukas__Platypus-30B,lilloukas
open-llm-leaderboard-old/details_lilloukas__GPlatty-30B,lilloukas
open-llm-leaderboard-old/details_liminerity__Blur-7b-slerp-v1.41,liminerity
open-llm-leaderboard-old/details_liminerity__Blur-7B-slerp-v0.1,liminerity
open-llm-leaderboard-old/details_liminerity__Blur-7b-v1.2,liminerity
open-llm-leaderboard-old/details_liminerity__Blured-Ties-7B,liminerity
open-llm-leaderboard-old/details_liminerity__Blur-7b-v1.21,liminerity
open-llm-leaderboard-old/details_liminerity__Blur-7b-slerp-v1.46,liminerity
open-llm-leaderboard-old/details_lgaalves__tinyllama-1.1b-chat-v0.3_platypus,lgaalves
open-llm-leaderboard-old/details_liminerity__Blur-7b-v1.22,liminerity
open-llm-leaderboard-old/details_lgaalves__llama-2-13b-hf-platypus,lgaalves
open-llm-leaderboard-old/details_liminerity__Liph.42,liminerity
open-llm-leaderboard-old/details_liminerity__Blurstral-7b-slerp,liminerity
open-llm-leaderboard-old/details_lingyun1__GZDX,lingyun1
open-llm-leaderboard-old/details_lingyun1__GZDX-1.1B,lingyun1
open-llm-leaderboard-old/details_liminerity__M7-7b,liminerity
open-llm-leaderboard-old/details_liminerity__Neurotic-Jomainotrik-7b-slerp,liminerity
open-llm-leaderboard-old/details_liminerity__Liph42,liminerity
open-llm-leaderboard-old/details_liminerity__Mistral-quiet-star,liminerity
open-llm-leaderboard-old/details_liminerity__Phigments12,liminerity
open-llm-leaderboard-old/details_liminerity__Omningotex-7b-slerp,liminerity
open-llm-leaderboard-old/details_liminerity__dhbacmes-3b-slerp,liminerity
open-llm-leaderboard-old/details_liminerity__Multiverse-Experiment-slerp-7b,liminerity
open-llm-leaderboard-old/details_liminerity__e.star.7.b,liminerity
open-llm-leaderboard-old/details_liminerity__binarized-ingotrix-slerp-7b,liminerity
open-llm-leaderboard-old/details_liminerity__phigment6-slerp,liminerity
open-llm-leaderboard-old/details_liminerity__e.star.7b,liminerity
open-llm-leaderboard-old/details_liminerity__m.star.7b,liminerity
open-llm-leaderboard-old/details_liminerity__ultra0,liminerity
open-llm-leaderboard-old/details_liuchanghf__phi2-mmlu-lora,liuchanghf
open-llm-leaderboard-old/details_liuchanghf__phi2_gsm8k_lora,liuchanghf
open-llm-leaderboard-old/details_linlinlin__zephy_SFT_Hermes,linlinlin
open-llm-leaderboard-old/details_llm-agents__tora-13b-v1.0,llm-agents
open-llm-leaderboard-old/details_llm-agents__tora-70b-v1.0,llm-agents
open-llm-leaderboard-old/details_liuchanghf__bloomz-3b-mmlu-lora,liuchanghf
open-llm-leaderboard-old/details_lizhuang144__llama_mirror_13b_v1.0,lizhuang144
open-llm-leaderboard-old/details_liuda1__Mistral-7B-golden,liuda1
open-llm-leaderboard-old/details_liuxiang886__llama2-70B-qlora-gpt4,liuxiang886
open-llm-leaderboard-old/details_liuda1__dm7b_sft_gpt88w_merge,liuda1
open-llm-leaderboard-old/details_liuchanghf__bloomz3b-winogrande-pretrain,liuchanghf
open-llm-leaderboard-old/details_liminerity__mm4-3b,liminerity
open-llm-leaderboard-old/details_llm-agents__tora-code-13b-v1.0,llm-agents
open-llm-leaderboard-old/details_llama-anon__instruct-13b,llama-anon
open-llm-leaderboard-old/details_llm-agents__tora-code-34b-v1.0,llm-agents
open-llm-leaderboard-old/details_lizpreciatior__lzlv_70b_fp16_hf,lizpreciatior
open-llm-leaderboard-old/details_llm-agents__tora-7b-v1.0,llm-agents
open-llm-leaderboard-old/details_lloorree__jfdslijsijdgis,lloorree
