repo,model_name,model_type,weight_type,precision,params_B,source_field:Type
open-llm-leaderboard-old/details_mahiatlinux__ShadowDolph-7B-v1,mahiatlinux__ShadowDolph-7B-v1,🤝 base merges and moerges,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mahiatlinux__ShadowM7EXP-7B,mahiatlinux__ShadowM7EXP-7B,🤝 base merges and moerges,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__SFR-Iterative-DPO-LLaMA-3-8B-R,maldv__SFR-Iterative-DPO-LLaMA-3-8B-R,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__SHRDFU-7b-beta,maldv__SHRDFU-7b-beta,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__SHRDFU-7b-delta,maldv__SHRDFU-7b-delta,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__SHRDFU-7b-overbaked-lora,maldv__SHRDFU-7b-overbaked-lora,🔶 fine-tuned on domain-specific datasets,Adapter,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__badger-l3-instruct-32k,maldv__badger-l3-instruct-32k,🤝 base merges and moerges,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__badger-zeta-l3-4x8b,maldv__badger-zeta-l3-4x8b,🤝 base merges and moerges,Original,bfloat16,24,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__dragonwar-7b-alpha,maldv__dragonwar-7b-alpha,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__dragonwar-7b-s1,maldv__dragonwar-7b-s1,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__electric-mist-7b,maldv__electric-mist-7b,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__electric-sheep-7b-alpha,maldv__electric-sheep-7b-alpha,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__eleusis-7b-alpha,maldv__eleusis-7b-alpha,🤝 base merges and moerges,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__hyperdrive-7b-alpha,maldv__hyperdrive-7b-alpha,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__l3-badger-mushroom-4x8b,maldv__l3-badger-mushroom-4x8b,🤝 base merges and moerges,Original,bfloat16,24,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__spring-chicken-8x8b,maldv__spring-chicken-8x8b,🤝 base merges and moerges,Original,bfloat16,47,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__winter-garden-7b-alpha,maldv__winter-garden-7b-alpha,🤝 base merges and moerges,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__winter-garden-7b-beta,maldv__winter-garden-7b-beta,🤝 base merges and moerges,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maldv__winter-garden-7b-delta,maldv__winter-garden-7b-delta,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_malhajar__Mistral-7B-v0.2-meditron-turkish,malhajar__Mistral-7B-v0.2-meditron-turkish,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_malhajar__meditron-7b-chat,malhajar__meditron-7b-chat,🔶 fine-tuned on domain-specific datasets,Original,float16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_manishiitg__open-aditi-hi-v1,manishiitg__open-aditi-hi-v1,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_manishiitg__open-aditi-hi-v2,manishiitg__open-aditi-hi-v2,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_manishiitg__open-aditi-hi-v4,manishiitg__open-aditi-hi-v4,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_marcchew__LaMini-40k-Platypus2-7B,marcchew__LaMini-40k-Platypus2-7B,🔶 fine-tuned on domain-specific datasets,Original,8bit,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_marcchew__Marcoroni-7B-LaMini-40K,marcchew__Marcoroni-7B-LaMini-40K,🔶 fine-tuned on domain-specific datasets,Original,8bit,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_marcchew__Marcoroni-7B-LaMini-80K,marcchew__Marcoroni-7B-LaMini-80K,🔶 fine-tuned on domain-specific datasets,Original,8bit,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_marcchew__Platypus-2-7B-LaMini-14K,marcchew__Platypus-2-7B-LaMini-14K,🔶 fine-tuned on domain-specific datasets,Original,8bit,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_marcchew__test1,marcchew__test1,🔶 fine-tuned on domain-specific datasets,Original,8bit,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_marcel__phi-2-openhermes-30k,marcel__phi-2-openhermes-30k,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_martyn__llama-megamerge-dare-13b,martyn__llama-megamerge-dare-13b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_martyn__llama2-megamerge-dare-13b-v2,martyn__llama2-megamerge-dare-13b-v2,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_martyn__mistral-megamerge-dare-7b,martyn__mistral-megamerge-dare-7b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_martyn__mixtral-megamerge-dare-8x7b-v2,martyn__mixtral-megamerge-dare-8x7b-v2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,46,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_martyn__solar-megamerge-dare-10.7b-v1,martyn__solar-megamerge-dare-10.7b-v1,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_matchaaaaa__chaifighter-20B,matchaaaaa__chaifighter-20B,🤝 base merges and moerges,Original,bfloat16,20,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mathurinache__Odysseas-11B,mathurinache__Odysseas-11B,🤝 base merges and moerges,Original,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_matsuo-lab__weblab-10b,matsuo-lab__weblab-10b,🟢 pretrained,Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_matsuo-lab__weblab-10b-instruction-sft,matsuo-lab__weblab-10b-instruction-sft,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mavihsrr__GetCode-slerp,mavihsrr__GetCode-slerp,🔶 fine-tuned on domain-specific datasets,Original,float16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_max-2022__test_mistral2,max-2022__test_mistral2,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maximuslee07__llama-2-13b-rockwellautomation,maximuslee07__llama-2-13b-rockwellautomation,🔶 fine-tuned on domain-specific datasets,Delta,bfloat16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maximuslee07__llama-2-7b-rockwell-final,maximuslee07__llama-2-7b-rockwell-final,🔶 fine-tuned on domain-specific datasets,Original,float16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mayacinka__Buttercup-7b-dpo-slerp,mayacinka__Buttercup-7b-dpo-slerp,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mayacinka__Buttercup-7b-dpo-ties,mayacinka__Buttercup-7b-dpo-ties,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mayacinka__CalmeRity-stock,mayacinka__CalmeRity-stock,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mayacinka__NeuralZephyr-Beagle-7B,mayacinka__NeuralZephyr-Beagle-7B,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mayacinka__Open-StaMis-stock,mayacinka__Open-StaMis-stock,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mayacinka__Open-StaMis-v02-stock,mayacinka__Open-StaMis-v02-stock,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mayacinka__West-Ramen-7Bx4,mayacinka__West-Ramen-7Bx4,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,24,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mayacinka__chatty-djinn-14B,mayacinka__chatty-djinn-14B,🤝 base merges and moerges,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mayacinka__frankencup-dpo,mayacinka__frankencup-dpo,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,14,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mayacinka__yam-jom-7B,mayacinka__yam-jom-7B,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mayacinka__yam-jom-7B-dare,mayacinka__yam-jom-7B-dare,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mayacinka__yam-jom-7B-slerp,mayacinka__yam-jom-7B-slerp,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mayacinka__yam-jom-7B-ties,mayacinka__yam-jom-7B-ties,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mayacinka__yam-sam-7B,mayacinka__yam-sam-7B,🤝 base merges and moerges,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__Mini_Synatra_SFT,maywell__Mini_Synatra_SFT,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__PiVoT-0.1-Evil-a,maywell__PiVoT-0.1-Evil-a,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__PiVoT-0.1-early,maywell__PiVoT-0.1-early,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__PiVoT-10.7B-Mistral-v0.2,maywell__PiVoT-10.7B-Mistral-v0.2,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__PiVoT-MoE,maywell__PiVoT-MoE,🔶 fine-tuned on domain-specific datasets,Original,float16,36,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__PiVoT-SOLAR-10.7B-RP,maywell__PiVoT-SOLAR-10.7B-RP,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__PiVoT-SUS-RP,maywell__PiVoT-SUS-RP,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__Synatra-10.7B-v0.4,maywell__Synatra-10.7B-v0.4,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__Synatra-11B-Testbench,maywell__Synatra-11B-Testbench,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,11,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__Synatra-7B-v0.3-RP,maywell__Synatra-7B-v0.3-RP,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__Synatra-7B-v0.3-dpo,maywell__Synatra-7B-v0.3-dpo,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__Synatra-RP-Orca-2-7b-v0.1,maywell__Synatra-RP-Orca-2-7b-v0.1,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__Synatra-V0.1-7B,maywell__Synatra-V0.1-7B,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__Synatra-V0.1-7B-Instruct,maywell__Synatra-V0.1-7B-Instruct,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__TinyLlama-MoE-Chat,maywell__TinyLlama-MoE-Chat,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__TinyLlama-MoE-Chat-0.1,maywell__TinyLlama-MoE-Chat-0.1,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__TinyWand-DPO,maywell__TinyWand-DPO,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__TinyWand-SFT,maywell__TinyWand-SFT,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__kiqu-70b,maywell__kiqu-70b,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,68,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_maywell__koOpenChat-sft,maywell__koOpenChat-sft,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_medalpaca__medalpaca-7b,medalpaca__medalpaca-7b,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mediocredev__open-llama-3b-v2-chat,mediocredev__open-llama-3b-v2-chat,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mediocredev__open-llama-3b-v2-instruct,mediocredev__open-llama-3b-v2-instruct,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meraGPT__mera-mix-4x7B,meraGPT__mera-mix-4x7B,🤝 base merges and moerges,Original,bfloat16,24,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mergedlm__zephyrnotus-11b-alpha,mergedlm__zephyrnotus-11b-alpha,"💬 chat models (RLHF, DPO, IFT, ...)",Original,bfloat16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_mervinpraison__tamil-large-language-model-7b-v1.0,mervinpraison__tamil-large-language-model-7b-v1.0,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meta-llama__Llama-2-13b-chat-hf,meta-llama__Llama-2-13b-chat-hf,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meta-llama__Llama-2-13b-hf,meta-llama__Llama-2-13b-hf,🟢 pretrained,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meta-llama__Llama-2-70b-chat-hf,meta-llama__Llama-2-70b-chat-hf,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,68,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meta-llama__Llama-2-70b-hf,meta-llama__Llama-2-70b-hf,🟢 pretrained,Original,float16,68,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meta-llama__Llama-2-7b-chat-hf,meta-llama__Llama-2-7b-chat-hf,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,6,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meta-llama__Llama-2-7b-hf,meta-llama__Llama-2-7b-hf,,Original,4bit,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meta-llama__Meta-Llama-3-70B,meta-llama__Meta-Llama-3-70B,🟢 pretrained,Original,float16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meta-llama__Meta-Llama-3-70B-Instruct,meta-llama__Meta-Llama-3-70B-Instruct,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meta-llama__Meta-Llama-3-8B,meta-llama__Meta-Llama-3-8B,🟢 pretrained,Original,bfloat16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meta-llama__Meta-Llama-3-8B-Instruct,meta-llama__Meta-Llama-3-8B-Instruct,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meta-math__MetaMath-13B-V1.0,meta-math__MetaMath-13B-V1.0,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meta-math__MetaMath-70B-V1.0,meta-math__MetaMath-70B-V1.0,🔶 fine-tuned on domain-specific datasets,Original,float16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meta-math__MetaMath-Llemma-7B,meta-math__MetaMath-Llemma-7B,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_meta-math__MetaMath-Mistral-7B,meta-math__MetaMath-Mistral-7B,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_microsoft__CodeGPT-small-py,microsoft__CodeGPT-small-py,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_microsoft__DialoGPT-large,microsoft__DialoGPT-large,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_microsoft__DialoGPT-medium,microsoft__DialoGPT-medium,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_microsoft__DialoGPT-small,microsoft__DialoGPT-small,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_microsoft__Orca-2-13b,microsoft__Orca-2-13b,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_microsoft__Orca-2-7b,microsoft__Orca-2-7b,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_microsoft__Phi-3-medium-128k-instruct,microsoft__Phi-3-medium-128k-instruct,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_microsoft__Phi-3-medium-4k-instruct,microsoft__Phi-3-medium-4k-instruct,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_microsoft__Phi-3-mini-128k-instruct,microsoft__Phi-3-mini-128k-instruct,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_microsoft__Phi-3-mini-4k-instruct,microsoft__Phi-3-mini-4k-instruct,"💬 chat models (RLHF, DPO, IFT, ...)",Original,float16,3,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_microsoft__WizardLM-2-7B,microsoft__WizardLM-2-7B,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_microsoft__phi-1_5,microsoft__phi-1_5,🟢 pretrained,Original,bfloat16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_microsoft__phi-2,microsoft__phi-2,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,2,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_microsoft__rho-math-1b-v0.1,microsoft__rho-math-1b-v0.1,🟢 pretrained,Original,float16,1,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Llama-3-8B-Synthia-v3.5,migtissera__Llama-3-8B-Synthia-v3.5,🔶 fine-tuned on domain-specific datasets,Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__SynthIA-70B-v1.5,migtissera__SynthIA-70B-v1.5,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__SynthIA-7B-v1.3,migtissera__SynthIA-7B-v1.3,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__SynthIA-7B-v1.5,migtissera__SynthIA-7B-v1.5,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Synthia-13B,migtissera__Synthia-13B,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Synthia-13B-v1.2,migtissera__Synthia-13B-v1.2,🔶 fine-tuned on domain-specific datasets,Original,float16,13,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Synthia-70B,migtissera__Synthia-70B,🔶 fine-tuned on domain-specific datasets,Original,float16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Synthia-70B-v1.1,migtissera__Synthia-70B-v1.1,🔶 fine-tuned on domain-specific datasets,Original,float16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Synthia-70B-v1.2,migtissera__Synthia-70B-v1.2,🔶 fine-tuned on domain-specific datasets,Original,float16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Synthia-70B-v1.2b,migtissera__Synthia-70B-v1.2b,🔶 fine-tuned on domain-specific datasets,Original,float16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Synthia-7B,migtissera__Synthia-7B,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Synthia-7B-v1.2,migtissera__Synthia-7B-v1.2,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Synthia-7B-v3.0,migtissera__Synthia-7B-v3.0,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Synthia-v3.0-11B,migtissera__Synthia-v3.0-11B,🔶 fine-tuned on domain-specific datasets,Original,float16,11,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-10.7B-v1.5,migtissera__Tess-10.7B-v1.5,🔶 fine-tuned on domain-specific datasets,Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-10.7B-v1.5b,migtissera__Tess-10.7B-v1.5b,🔶 fine-tuned on domain-specific datasets,Original,float16,10,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-2.0-Llama-3-70B,migtissera__Tess-2.0-Llama-3-70B,🔶 fine-tuned on domain-specific datasets,Original,float16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-2.0-Llama-3-70B-v0.2,migtissera__Tess-2.0-Llama-3-70B-v0.2,🔶 fine-tuned on domain-specific datasets,Original,float16,70,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-2.0-Llama-3-8B,migtissera__Tess-2.0-Llama-3-8B,🔶 fine-tuned on domain-specific datasets,Original,float16,8,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-2.0-Mixtral-v0.2,migtissera__Tess-2.0-Mixtral-v0.2,🔶 fine-tuned on domain-specific datasets,Original,float16,46,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-2.0-Yi-34B-200K,migtissera__Tess-2.0-Yi-34B-200K,🔶 fine-tuned on domain-specific datasets,Original,float16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-34B-v1.4,migtissera__Tess-34B-v1.4,🔶 fine-tuned on domain-specific datasets,Original,float16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-34B-v1.5b,migtissera__Tess-34B-v1.5b,🔶 fine-tuned on domain-specific datasets,Original,float16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-70B-v1.6,migtissera__Tess-70B-v1.6,🔶 fine-tuned on domain-specific datasets,Original,float16,68,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-72B-v1.5b,migtissera__Tess-72B-v1.5b,🔶 fine-tuned on domain-specific datasets,Original,float16,72,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-7B-v1.4,migtissera__Tess-7B-v1.4,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-7B-v2.0,migtissera__Tess-7B-v2.0,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-M-Creative-v1.0,migtissera__Tess-M-Creative-v1.0,🔶 fine-tuned on domain-specific datasets,Original,float16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-M-v1.1,migtissera__Tess-M-v1.1,🔶 fine-tuned on domain-specific datasets,Original,float16,34,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-M-v1.3,migtissera__Tess-M-v1.3,🔶 fine-tuned on domain-specific datasets,Original,float16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-XS-v1-3-yarn-128K,migtissera__Tess-XS-v1-3-yarn-128K,🔶 fine-tuned on domain-specific datasets,Original,bfloat16,0,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-XS-v1.0,migtissera__Tess-XS-v1.0,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
open-llm-leaderboard-old/details_migtissera__Tess-XS-v1.1,migtissera__Tess-XS-v1.1,🔶 fine-tuned on domain-specific datasets,Original,float16,7,open-llm-leaderboard-old/contents
