model_id,org_id,n_valid_F,n_valid_C,n_valid_target,eligible,reasons
nnethercott/llava-v1.5-7b-hf-vicuna,nnethercott,586,584,9586,True,
nnethercott/llava-v1.5-7b_vicuna,nnethercott,586,584,9586,True,
nnethercott/orca-open_hermes-llava-v1.5-7b-dpo,nnethercott,586,584,9586,True,
nnheui/pythia-1.4b-sft-full,nnheui,586,584,9586,True,
nnheui/pythia-410m-sft-full,nnheui,586,584,9586,True,
nnheui/stablelm-2-1_6b-sft-full,nnheui,586,584,9586,True,
nnpy/Nape-0,nnpy,586,584,9586,True,
nomic-ai/gpt4all-j,nomic-ai,586,584,9586,True,
nonetrix/pippafeet-11B-0.1,nonetrix,586,584,9586,True,
nonetrix/sillyrp-7b,nonetrix,586,584,9586,True,
notadib/Mistral-7B-Instruct-v0.2-attention-sparsity-10-v0.1,notadib,586,584,9586,True,
notadib/Mistral-7B-Instruct-v0.2-attention-sparsity-30,notadib,586,584,9586,True,
notbdq/alooowso,notbdq,586,584,9586,True,
notstoic/PygmalionCoT-7b,notstoic,586,586,9586,True,
nthngdy/pythia-owt2-70m-100k,nthngdy,586,586,9586,True,
nthngdy/pythia-owt2-70m-50k,nthngdy,586,586,9586,True,
numfa/numfa_3b_1epoch,numfa,586,584,9586,True,
numfa/numfa_v2-1b,numfa,586,584,9586,True,
numfa/numfalm_v2-1b,numfa,586,584,9586,True,
nvidia/Llama3-ChatQA-1.5-70B,nvidia,586,584,9586,True,
nvidia/Llama3-ChatQA-1.5-8B,nvidia,586,584,9586,True,
nvidia/OpenMath-Mistral-7B-v0.1-hf,nvidia,586,584,9586,True,
nxn1231/yi6,nxn1231,586,584,9586,True,
occultml/CatMarcoro14-7B-slerp,occultml,586,584,9586,True,
occultml/Helios-10.7B,occultml,586,584,9586,True,
occultml/Helios-10.7B-v2,occultml,586,584,9586,True,
ogimgio/gpt-neo-125m-neurallinguisticpioneers,ogimgio,586,586,9586,True,
oh-yeontaek/llama-2-13B-LoRA-assemble,oh-yeontaek,586,584,9586,True,
oh-yeontaek/llama-2-70B-LoRA-assemble,oh-yeontaek,586,584,9586,True,
oh-yeontaek/llama-2-70B-LoRA-assemble-v2,oh-yeontaek,586,584,9586,True,
oh-yeontaek/llama-2-70B-LoRA-assemble-v3,oh-yeontaek,586,584,9586,True,
oh-yeontaek/llama-2-7B-LoRA-assemble,oh-yeontaek,586,584,9586,True,
one-man-army/UNA-34Beagles-32K-bf16-v1,one-man-army,586,584,9586,True,
one-man-army/una-neural-chat-v3-3-P1-OMA,one-man-army,586,584,9586,True,
one-man-army/una-neural-chat-v3-3-P2-OMA,one-man-army,586,584,9586,True,
ontocord/Felix-8B,ontocord,586,584,9586,True,
ontocord/phi-3-22b,ontocord,586,584,9586,True,
oobabooga/CodeBooga-34B-v0.1,oobabooga,586,584,9586,True,
openBuddy/openbuddy-llama2-34b-v11.1-bf16,openBuddy,586,584,9586,True,
openaccess-ai-collective/DPOpenHermes-11B,openaccess-ai-collective,586,584,9586,True,
openaccess-ai-collective/DPOpenHermes-7B,openaccess-ai-collective,586,584,9586,True,
openaccess-ai-collective/DPOpenHermes-7B-v2,openaccess-ai-collective,586,584,9586,True,
openaccess-ai-collective/dpopenhermes-alpha-v0,openaccess-ai-collective,586,584,9586,True,
openaccess-ai-collective/grendel,openaccess-ai-collective,586,584,9586,True,
openaccess-ai-collective/hippogriff-30b-chat,openaccess-ai-collective,586,586,9586,True,
openaccess-ai-collective/jackalope-7b,openaccess-ai-collective,586,584,9586,True,
openaccess-ai-collective/manticore-13b,openaccess-ai-collective,586,586,9586,True,
openaccess-ai-collective/manticore-30b-chat-pyg-alpha,openaccess-ai-collective,586,586,9586,True,
openaccess-ai-collective/minotaur-13b,openaccess-ai-collective,586,586,9586,True,
openaccess-ai-collective/minotaur-13b-fixed,openaccess-ai-collective,586,584,9586,True,
openaccess-ai-collective/mistral-7b-slimorcaboros,openaccess-ai-collective,586,584,9586,True,
openaccess-ai-collective/wizard-mega-13b,openaccess-ai-collective,586,586,9586,True,
openagi-project/OpenAGI-7B-v0.1,openagi-project,586,584,9586,True,
openagi-project/OpenAGI-7B-v0.1-test-ada,openagi-project,586,584,9586,True,
openagi-project/OpenAGI-7B-v0.2,openagi-project,586,584,9586,True,
openai-community/gpt2,openai-community,586,584,9586,True,
openai-community/gpt2-large,openai-community,586,584,9586,True,
openbmb/Eurus-RM-7b,openbmb,586,584,9586,True,
openbmb/MiniCPM-2B-dpo-bf16-llama-format,openbmb,586,584,9586,True,
openbmb/UltraLM-13b,openbmb,586,584,9586,True,
openbmb/UltraLM-13b-v2.0,openbmb,586,584,9586,True,
openbmb/UltraLM-65b,openbmb,586,584,9586,True,
openbmb/UltraRM-13b,openbmb,586,584,9586,True,
openchat/openchat-3.5-0106,openchat,586,584,9586,True,
openchat/openchat-3.5-0106-gemma,openchat,586,584,9586,True,
openchat/openchat-3.5-1210,openchat,586,584,9586,True,
openchat/openchat-3.6-8b-20240522,openchat,586,584,9586,True,
openchat/openchat_3.5,openchat,586,584,9586,True,
openchat/openchat_8192,openchat,586,584,9586,True,
openchat/openchat_v2,openchat,586,584,9586,True,
openchat/openchat_v2_w,openchat,586,584,9586,True,
openchat/openchat_v3.1,openchat,586,584,9586,True,
openchat/openchat_v3.2,openchat,586,584,9586,True,
openchat/openchat_v3.2_super,openchat,586,584,9586,True,
opencsg/csg-wukong-1B,opencsg,586,584,9586,True,
opencsg/csg-wukong-1B-chat-v0.1,opencsg,586,584,9586,True,
opencsg/csg-wukong-1B-orpo-bf16,opencsg,586,584,9586,True,
opencsg/csg-wukong-1B-sft-bf16,opencsg,586,584,9586,True,
opencsg/csg-wukong-1B-sft-dpo-bf16,opencsg,586,584,9586,True,
openlm-research/open_llama_13b,openlm-research,586,584,9586,True,
openlm-research/open_llama_3b,openlm-research,586,586,9586,True,
openlm-research/open_llama_3b_v2,openlm-research,586,584,9586,True,
openlm-research/open_llama_7b,openlm-research,586,586,9586,True,
openlm-research/open_llama_7b_v2,openlm-research,0,0,9586,False,source_absent_or_invalid
openlynn/Llama-3-Soliloquy-8B,openlynn,586,584,9586,True,
openlynn/Llama-3-Soliloquy-8B-v2,openlynn,586,584,9586,True,
openlynn/Llama-3-Soliloquy-Max-70B-v1,openlynn,586,584,9586,True,
openthaigpt/openthaigpt-1.0.0-13b-chat,openthaigpt,586,584,9586,True,
openthaigpt/openthaigpt-1.0.0-70b-chat,openthaigpt,586,584,9586,True,
openthaigpt/openthaigpt-1.0.0-7b-chat,openthaigpt,586,584,9586,True,
openthaigpt/openthaigpt-1.0.0-alpha-7b-chat-ckpt-hf,openthaigpt,586,584,9586,True,
openthaigpt/openthaigpt-1.0.0-beta-13b-chat-hf,openthaigpt,586,584,9586,True,
openthaigpt/openthaigpt-1.0.0-beta-7b-chat-ckpt-hf,openthaigpt,586,584,9586,True,
orangetin/OpenHermes-Mixtral-8x7B,orangetin,586,584,9586,True,
osanseviero/mistral-instruct-frankenmerge,osanseviero,586,584,9586,True,
osanseviero/mistral-instruct-moe-experimental,osanseviero,586,584,9586,True,
osanseviero/mistral-instruct-slerp,osanseviero,586,584,9586,True,
ozayezerceli/BetterSaul-7B-slerp,ozayezerceli,586,584,9586,True,
ozayezerceli/Lowke-2x7B-v1,ozayezerceli,586,584,9586,True,
ozayezerceli/Threnystril-2x7B-moe,ozayezerceli,586,584,9586,True,
ozayezerceli/TinyLlamax2-1.1b,ozayezerceli,586,584,9586,True,
p208p2002/llama-3-zhtw-8B,p208p2002,586,584,9586,True,
pabloce/Dolphin-2.8-slerp,pabloce,586,584,9586,True,
pacozaa/mistral-sharegpt90k-merged_16bit,pacozaa,586,584,9586,True,
padeoe/test-Qwen1.5-0.5B,padeoe,586,584,9586,True,
paloalma/ECE-TW3-JRGL-V1,paloalma,586,584,9586,True,
paloalma/TW3-JRGL-v1,paloalma,586,584,9586,True,
pandego/my-first-blend,pandego,586,584,9586,True,
pankajmathur/Lima_Unchained_70b,pankajmathur,586,584,9586,True,
pankajmathur/Mistral-7B-model_45k6e2e4,pankajmathur,586,584,9586,True,
pankajmathur/model_007,pankajmathur,586,584,9586,True,
pankajmathur/orca_mini_v3_13b,pankajmathur,586,584,9586,True,
pankajmathur/orca_mini_v3_70b,pankajmathur,586,584,9586,True,
pankajmathur/orca_mini_v3_7b,pankajmathur,586,584,9586,True,
pankajmathur/orca_mini_v4_8b,pankajmathur,586,584,9586,True,
pankajmathur/orca_mini_v5_8b,pankajmathur,586,584,9586,True,
pankajmathur/orca_mini_v5_8b_dpo,pankajmathur,586,584,9586,True,
pankajmathur/orca_mini_v5_8b_orpo,pankajmathur,586,584,9586,True,
pansophic/gemma-2b-sft-preview,pansophic,586,584,9586,True,
pansophic/m16,pansophic,586,584,9586,True,
pansophic/m17,pansophic,586,584,9586,True,
pansophic/m2,pansophic,586,584,9586,True,
pansophic/m3,pansophic,586,584,9586,True,
pansophic/new_model_test,pansophic,586,584,9586,True,
pansophic/new_model_test2,pansophic,586,584,9586,True,
pansophic/new_model_test3,pansophic,586,584,9586,True,
pansophic/nmt,pansophic,586,584,9586,True,
pansophic/rocket-3B,pansophic,586,584,9586,True,
paulilioaica/Collin-7B-dare,paulilioaica,586,584,9586,True,
paulilioaica/Hugo-7B-slerp,paulilioaica,586,584,9586,True,
paulml/DPOB-INMTOB-7B,paulml,586,584,9586,True,
paulml/DPOB-NMTOB-7B,paulml,586,584,9586,True,
paulml/NMTOB-7B,paulml,586,584,9586,True,
paulml/NeuralOmniBeagleMBX-v3-7B,paulml,586,584,9586,True,
paulml/NeuralOmniWestBeaglake-7B,paulml,586,584,9586,True,
paulml/OGNO-7B,paulml,586,584,9586,True,
paulml/OmniBeagleMBX-v3-7B,paulml,586,584,9586,True,
paulml/OmniBeagleSquaredMBX-v3-7B,paulml,586,584,9586,True,
paulml/OmniBeagleSquaredMBX-v3-7B-v2,paulml,586,584,9586,True,
pe-nlp/llama-2-13b-platypus-vicuna-wizard,pe-nlp,586,584,9586,True,
perlthoughts/Chupacabra-16B-v2.01,perlthoughts,586,584,9586,True,
perlthoughts/Chupacabra-7B-v2,perlthoughts,586,584,9586,True,
perlthoughts/Chupacabra-7B-v2.01,perlthoughts,586,584,9586,True,
perlthoughts/Chupacabra-7B-v2.02,perlthoughts,586,584,9586,True,
perlthoughts/Chupacabra-7B-v2.03,perlthoughts,586,584,9586,True,
perlthoughts/Chupacabra-7B-v2.03-128k,perlthoughts,586,584,9586,True,
perlthoughts/Chupacabra-7B-v2.04,perlthoughts,586,584,9586,True,
perlthoughts/Chupacabra-8x7B-MoE,perlthoughts,586,584,9586,True,
perlthoughts/Falkor-16b,perlthoughts,586,584,9586,True,
perlthoughts/Falkor-7b,perlthoughts,586,584,9586,True,
perlthoughts/Falkor-8x7B-MoE,perlthoughts,586,584,9586,True,
perlthoughts/Marcoroni-8x7B-v3-MoE,perlthoughts,586,584,9586,True,
perlthoughts/Mistral-7B-Instruct-v0.2-2x7B-MoE,perlthoughts,586,584,9586,True,
perlthoughts/Starling-LM-alpha-8x7B-MoE,perlthoughts,586,584,9586,True,
perlthoughts/neural-chat-v3-3-8x7b-MoE,perlthoughts,586,584,9586,True,
perlthoughts/openchat-3.5-1210-32k,perlthoughts,586,584,9586,True,
perlthoughts/openchat-3.5-1210-32k-8x7b-MoE,perlthoughts,586,584,9586,True,
phanerozoic/Tiny-Cowboy-1.1b-v0.1,phanerozoic,586,584,9586,True,
phanerozoic/Tiny-Knight-1.1b-v0.1,phanerozoic,586,584,9586,True,
phanerozoic/Tiny-Pirate-1.1b-v0.1,phanerozoic,586,584,9586,True,
pharaouk/fusedyi,pharaouk,586,584,9586,True,
picAIso/TARS-8B,picAIso,586,584,9586,True,
pillowtalks-ai/delta13b,pillowtalks-ai,586,586,9586,True,
pinkyponky/Mistral-7B-Instruct-sft-tuned-v0.2,pinkyponky,586,584,9586,True,
pinkyponky/Mistral-7b-instruct-v0.2-summ-sft-e1,pinkyponky,586,584,9586,True,
pinkyponky/Mistral-7b-instruct-v0.2-summ-sft-e2,pinkyponky,586,584,9586,True,
pinkyponky/Mistral-7b-instruct-v0.2-summ-sft-e3,pinkyponky,586,584,9586,True,
pinkyponky/SOLAR-10.7B-dpo-instruct-tuned-v0.1,pinkyponky,586,584,9586,True,
playdev7/theseed-v0.3,playdev7,586,584,9586,True,
player1537/dolphinette,player1537,586,584,9586,True,
pleisto/yuren-13b-chatml,pleisto,586,584,9586,True,
pmking27/PrathameshLLM-2B,pmking27,586,584,9586,True,
pmking27/PrathameshLLM-7B,pmking27,586,584,9586,True,
porkorbeef/Llama-2-13b,porkorbeef,586,584,9586,True,
porkorbeef/Llama-2-13b-public,porkorbeef,586,584,9586,True,
posicube/Llama-chat-AY-13B,posicube,586,584,9586,True,
posicube/Llama2-chat-AYB-13B,posicube,586,584,9586,True,
posicube/Llama2-chat-AYT-13B,posicube,586,584,9586,True,
postbot/distilgpt2-emailgen,postbot,586,584,9586,True,
postbot/distilgpt2-emailgen-V2,postbot,586,584,9586,True,
postbot/emailgen-pythia-410m-deduped,postbot,586,584,9586,True,
postbot/gpt-neo-1.3B-emailgen,postbot,586,584,9586,True,
postbot/gpt2-medium-emailgen,postbot,586,584,9586,True,
postbot/pythia-160m-hq-emails,postbot,586,584,9586,True,
postitive666/llama3_ruozhiba_8b,postitive666,586,584,9586,True,
ppopiolek/tinyllama_eng_long,ppopiolek,586,584,9586,True,
ppopiolek/tinyllama_eng_short,ppopiolek,586,584,9586,True,
ppopiolek/tinyllama_eng_short1,ppopiolek,586,584,9586,True,
ppopiolek/tinyllama_merged_test,ppopiolek,586,584,9586,True,
prhegde/aligned-merge-aanaphi-phi2-orage-3b,prhegde,586,584,9586,True,
prhegde/merge-aanaphi-phi2-orage-3b,prhegde,586,584,9586,True,
prince-canuma/Damysus-2.7B-Chat,prince-canuma,586,584,9586,True,
prince-canuma/Damysus-Coder-v0.1,prince-canuma,586,584,9586,True,
prince-canuma/Llama-3-6B-v0.1,prince-canuma,586,584,9586,True,
prince-canuma/im-a-good-llama3-step-46k,prince-canuma,586,584,9586,True,
princeton-nlp/Sheared-LLaMA-1.3B,princeton-nlp,586,584,9586,True,
princeton-nlp/Sheared-LLaMA-1.3B-ShareGPT,princeton-nlp,586,584,9586,True,
princeton-nlp/Sheared-LLaMA-2.7B,princeton-nlp,586,584,9586,True,
princeton-nlp/Sheared-LLaMA-2.7B-ShareGPT,princeton-nlp,586,584,9586,True,
princeton-nlp/Sheared-Pythia-160m,princeton-nlp,586,584,9586,True,
prithivida/Asimov-7B-v1,prithivida,586,584,9586,True,
project-baize/baize-healthcare-lora-7B,project-baize,586,584,9586,True,
project-baize/baize-v2-13b,project-baize,586,586,9586,True,
project-baize/baize-v2-7b,project-baize,586,586,9586,True,
proto-llm/uniwiz-7B-v0.1,proto-llm,586,584,9586,True,
proto-llm/uniwiz-7B-v0.2,proto-llm,586,584,9586,True,
pruned-yi/pruned-yi-3b-prerelease-ckpt01,pruned-yi,586,584,9586,True,
psmathur/model_007,psmathur,586,584,9586,True,
psmathur/model_101,psmathur,586,584,9586,True,
psmathur/model_420,psmathur,586,584,9586,True,
psmathur/model_42_70b,psmathur,586,584,9586,True,
psmathur/model_51,psmathur,586,584,9586,True,
psmathur/orca_mini_13b,psmathur,586,584,9586,True,
psmathur/orca_mini_3b,psmathur,586,586,9586,True,
psmathur/orca_mini_7b,psmathur,586,586,9586,True,
psmathur/orca_mini_v2_13b,psmathur,586,584,9586,True,
psmathur/orca_mini_v2_7b,psmathur,586,586,9586,True,
psmathur/orca_mini_v3_13b,psmathur,586,584,9586,True,
psmathur/orca_mini_v3_70b,psmathur,586,584,9586,True,
psmathur/orca_mini_v3_7b,psmathur,586,584,9586,True,
psmathur/test_42_70b,psmathur,586,584,9586,True,
psyche/kogpt,psyche,586,586,9586,True,
psyche/kollama2-7b,psyche,586,584,9586,True,
psyche/kollama2-7b-v3,psyche,586,584,9586,True,
pszemraj/Mistral-v0.3-6B,pszemraj,586,584,9586,True,
pszemraj/griffin-c3t-8L-v0.02-fineweb,pszemraj,586,584,9586,True,
pszemraj/griffin-llama3t-8L-v0.02-fineweb,pszemraj,586,584,9586,True,
pszemraj/pythia-31m-KI_v1-2048-scratch,pszemraj,586,584,9586,True,
pszemraj/pythia-31m-goodwiki-deduped-2048-scratch,pszemraj,586,584,9586,True,
pszemraj/pythia-31m-simplepile-lite-2048-scratch-2e,pszemraj,586,584,9586,True,
pszemraj/pythia-31m-simplewiki-2048,pszemraj,586,584,9586,True,
pszemraj/pythia-31m-simplewiki-scratch-bf16,pszemraj,586,584,9586,True,
pszemraj/stablelm-4e1t-2b-v0.1,pszemraj,586,584,9586,True,
pythainlp/wangchanglm-7.5B-sft-en-sharded,pythainlp,586,586,9586,True,
pythainlp/wangchanglm-7.5B-sft-enth,pythainlp,586,586,9586,True,
qblocks/codellama_7b_DolphinCoder,qblocks,586,584,9586,True,
qblocks/falcon_7b_DolphinCoder,qblocks,586,584,9586,True,
qblocks/gpt2_137m_DolphinCoder,qblocks,586,584,9586,True,
qblocks/mistral_7b_DolphinCoder,qblocks,586,584,9586,True,
qblocks/mistral_7b_HalfEpoch_DolphinCoder,qblocks,586,584,9586,True,
qiyinmiss/My_GPT2,qiyinmiss,586,584,9586,True,
qnguyen3/Master-Yi-9B,qnguyen3,586,584,9586,True,
qnguyen3/quan-1.8b-base,qnguyen3,586,584,9586,True,
qnguyen3/quan-1.8b-chat,qnguyen3,586,584,9586,True,
qualis2006/llama-2-7b-int4-python-code-18k,qualis2006,586,584,9586,True,
quantumaikr/KoreanLM-hf,quantumaikr,586,584,9586,True,
quantumaikr/QuantumLM,quantumaikr,586,584,9586,True,
quantumaikr/QuantumLM-70B-hf,quantumaikr,586,584,9586,True,
quantumaikr/QuantumLM-llama2-70B-Korean-LoRA,quantumaikr,586,584,9586,True,
quantumaikr/llama-2-70B-chat,quantumaikr,586,584,9586,True,
quantumaikr/llama-2-70b-fb16-guanaco-1k,quantumaikr,586,584,9586,True,
quantumaikr/llama-2-70b-fb16-orca-chat-10k,quantumaikr,586,584,9586,True,
quantumaikr/open_llama_7b_hf,quantumaikr,586,586,9586,True,
quantumaikr/quantum-dpo-v0.1,quantumaikr,586,584,9586,True,
quantumaikr/quantum-trinity-v0.1,quantumaikr,586,584,9586,True,
quantumaikr/quantum-v0.01,quantumaikr,586,584,9586,True,
quantumaikr/quantumairk-llama-2-70B-instruct,quantumaikr,586,584,9586,True,
r2rss/Malachite-7b-v0,r2rss,586,584,9586,True,
radm/Philosophy-Platypus2-13b,radm,586,584,9586,True,
raidhon/coven_7b_128k_orpo_alpha,raidhon,586,584,9586,True,
raidhon/coven_tiny_1.1b_32k_orpo_alpha,raidhon,586,584,9586,True,
raincandy-u/Coder1.8-ORPO-TEST,raincandy-u,586,584,9586,True,
raincandy-u/Llama-3-5B-Sheard,raincandy-u,586,584,9586,True,
raincandy-u/Llama-3-Aplite-Instruct-4x8B,raincandy-u,586,584,9586,True,
raincandy-u/Llama-3-Aplite-Instruct-4x8B-MoE,raincandy-u,586,584,9586,True,
raincandy-u/Quark-464M-v0.1.alpha,raincandy-u,586,584,9586,True,
raincandy-u/Quark-464M-v0.2,raincandy-u,586,584,9586,True,
raincandy-u/Qwen1.5-1.8B_llamafy,raincandy-u,586,584,9586,True,
raincandy-u/Qwen1.5-4B_llamafy,raincandy-u,586,584,9586,True,
raincandy-u/Rain-7B-v0.1,raincandy-u,586,584,9586,True,
raincandy-u/Rain-7B-v0.2,raincandy-u,586,584,9586,True,
raincandy-u/phillama-3.8b-v0.1,raincandy-u,586,584,9586,True,
ramachaitanya22/mistral-7B-finetune-health-fitness,ramachaitanya22,586,584,9586,True,
rameshm/llama-2-13b-mathgpt-v4,rameshm,586,584,9586,True,
ranamhamoud/storytell,ranamhamoud,586,584,9586,True,
refine-ai/Llama3-7b,refine-ai,586,584,9586,True,
refine-ai/Power-Llama-3-13b-Instruct,refine-ai,586,584,9586,True,
refine-ai/Power-WizardLM-2-13b,refine-ai,586,584,9586,True,
refuelai/Llama-3-Refueled,refuelai,586,584,9586,True,
remyxai/localmentor_25K_3epochs_tinyllama,remyxai,586,584,9586,True,
revolutionarybukhari/Llama-2-7b-chat-finetune-AUTOMATE,revolutionarybukhari,586,584,9586,True,
rhaymison/Mistral-portuguese-luana-7b,rhaymison,586,584,9586,True,
rhaymison/Mistral-portuguese-luana-7b-chat,rhaymison,586,584,9586,True,
rhysjones/Phi-3-mini-mango-1,rhysjones,586,584,9586,True,
rhysjones/Phi-3-mini-mango-1-llamafied,rhysjones,586,584,9586,True,
rhysjones/phi-2-orange-v2,rhysjones,586,584,9586,True,
rinna/bilingual-gpt-neox-4b-instruction-ppo,rinna,586,584,9586,True,
rinna/bilingual-gpt-neox-4b-instruction-sft,rinna,586,584,9586,True,
rinna/japanese-gpt-neox-3.6b,rinna,586,584,9586,True,
rinna/llama-3-youko-8b,rinna,586,584,9586,True,
rishiraj/CatPPT,rishiraj,586,584,9586,True,
rishiraj/CatPPT-base,rishiraj,586,584,9586,True,
rishiraj/cutie,rishiraj,586,584,9586,True,
rishiraj/meow,rishiraj,586,584,9586,True,
rishiraj/oswald-2x7b,rishiraj,586,584,9586,True,
rishiraj/oswald-4x7b,rishiraj,586,584,9586,True,
rishiraj/oswald-7b,rishiraj,586,584,9586,True,
rishiraj/smol-3b,rishiraj,586,584,9586,True,
rishiraj/smol-7b,rishiraj,586,584,9586,True,
rishiraj/uncensored,rishiraj,586,584,9586,True,
rizla/raccoon-small,rizla,586,584,9586,True,
rizla/rizla-11,rizla,0,0,0,False,source_F_lt100;source_C_lt100;target_valid_lt200
rizla/rizla-17,rizla,586,584,9586,True,
rizla/rizla54,rizla,586,584,9586,True,
rizla/rizla55b,rizla,586,584,9586,True,
rizla/trrapi-16b,rizla,586,584,9586,True,
rmdhirr/Anthesis_7B,rmdhirr,586,584,9586,True,
rmdhirr/Multiparadigm_7B,rmdhirr,586,584,9586,True,
rmdhirr/Pulsar_7B,rmdhirr,586,584,9586,True,
rmihaylov/Llama-3-DARE-v1-8B,rmihaylov,586,584,9586,True,
rmihaylov/Llama-3-DARE-v2-8B,rmihaylov,586,584,9586,True,
rmihaylov/Llama-3-DARE-v3-8B,rmihaylov,586,584,9586,True,
robinsmits/Mistral-Instruct-7B-v0.2-ChatAlpaca,robinsmits,586,584,9586,True,
robinsmits/Mistral-Instruct-7B-v0.2-ChatAlpaca-DPO2,robinsmits,586,584,9586,True,
robinsmits/Mistral-Instruct-7B-v0.2-ChatAlpacaV2-4bit,robinsmits,586,584,9586,True,
robinsmits/Qwen1.5-7B-Dutch-Chat,robinsmits,586,584,9586,True,
robinsmits/Qwen1.5-7B-Dutch-Chat-Dpo,robinsmits,586,584,9586,True,
robinsmits/Qwen1.5-7B-Dutch-Chat-Sft,robinsmits,586,584,9586,True,
robinsmits/Qwen1.5-7B-Dutch-Chat-Sft-Bf16,robinsmits,586,584,9586,True,
robowaifudev/megatron-gpt2-345m,robowaifudev,586,584,9586,True,
rombodawg/Everyone-Coder-33b-Base,rombodawg,586,584,9586,True,
rombodawg/Everyone-Coder-4x7b-Base,rombodawg,586,584,9586,True,
rombodawg/Everyone-LLM-7b-Base,rombodawg,586,584,9586,True,
rombodawg/EveryoneLLM-7b-Gemma-Base,rombodawg,586,584,9586,True,
rombodawg/Leaderboard-killer-MoE_4x7b,rombodawg,586,584,9586,True,
rombodawg/Llama-3-8B-Base-Coder-v3.5-10k,rombodawg,586,584,9586,True,
rombodawg/Llama-3-8B-Instruct-Coder,rombodawg,586,584,9586,True,
rombodawg/LosslessMegaCoder-llama2-13b-mini,rombodawg,586,584,9586,True,
rombodawg/LosslessMegaCoder-llama2-7b-mini,rombodawg,586,584,9586,True,
rombodawg/Open_Gpt4_8x7B,rombodawg,586,584,9586,True,
rombodawg/Open_Gpt4_8x7B_v0.2,rombodawg,586,584,9586,True,
rombodawg/test_dataset_Codellama-3-8B,rombodawg,586,584,9586,True,
roneneldan/TinyStories-1M,roneneldan,586,586,9586,True,
roneneldan/TinyStories-28M,roneneldan,586,586,9586,True,
roneneldan/TinyStories-33M,roneneldan,586,586,9586,True,
roneneldan/TinyStories-3M,roneneldan,586,586,9586,True,
roneneldan/TinyStories-8M,roneneldan,586,586,9586,True,
royallab/PsyOrca2-13b-DARE,royallab,586,584,9586,True,
royallab/Pygmalion-2-13b-SuperCOT,royallab,586,584,9586,True,
rufjdk5480/WestLake-dpo-train-sft-v1,rufjdk5480,586,584,9586,True,
rufjdk5480/gov-qna-ko-merged,rufjdk5480,586,584,9586,True,
rufjdk5480/llama-7b-ludwig-alpaca,rufjdk5480,586,584,9586,True,
rufjdk5480/mixtral-ko-qna-merged,rufjdk5480,586,584,9586,True,
runkai/PascalHermes-2.5-Mistral-7B,runkai,586,584,9586,True,
ruslanmv/Medical-Llama3-8B,ruslanmv,586,584,9586,True,
ruslanmv/Medical-Mixtral-7B-v2k,ruslanmv,586,584,9586,True,
ruslanmv/ai-medical-model-32bit,ruslanmv,586,584,9586,True,
rwitz/dec10,rwitz,586,584,9586,True,
rwitz/experiment26-SPIN-iter-0,rwitz,586,584,9586,True,
rwitz/experiment26-truthy-iter-0,rwitz,586,584,9586,True,
rwitz/experiment26-truthy-iter-1,rwitz,586,584,9586,True,
rwitz/experiment26-truthy-iter-2,rwitz,586,584,9586,True,
rwitz/go-bruins,rwitz,586,584,9586,True,
rwitz/go-bruins-v2,rwitz,586,584,9586,True,
rwitz2/go-bruins-v2.1,rwitz2,586,584,9586,True,
rwitz2/go-bruins-v2.1.1,rwitz2,586,584,9586,True,
rwitz2/grindin,rwitz2,586,584,9586,True,
rwitz2/ipo-test,rwitz2,586,584,9586,True,
rwitz2/pee,rwitz2,586,584,9586,True,
rxavier/Taurus-1.0-Mistral-7B,rxavier,586,584,9586,True,
rxavier/Taurus-7B-1.0,rxavier,586,584,9586,True,
ryan0712/llama-3-8b-DUS-initialized,ryan0712,586,584,9586,True,
ryan0712/llama-3-8b-slow-DUS-max-method2,ryan0712,586,584,9586,True,
ryan0712/llama-3-8b-slow-DUS-method-1,ryan0712,586,584,9586,True,
ryan0712/llama-3-8b-slow-DUS-random-method2,ryan0712,586,584,9586,True,
ryandt/MusingCaterpillar,ryandt,586,584,9586,True,
s1ghhh/medllama-2-70b-qlora-1.1,s1ghhh,586,584,9586,True,
s3nh/Mistral_Sonyichi-7B-slerp,s3nh,586,584,9586,True,
s3nh/Noromaid-Aeryth-7B,s3nh,586,584,9586,True,
s3nh/SeverusWestLake-7B-DPO,s3nh,586,584,9586,True,
s3nh/Severusectum-7B-DPO,s3nh,586,584,9586,True,
s3nh/nsfw-noromaid-mistral-instruct,s3nh,586,584,9586,True,
s3nh/poorx32124,s3nh,586,584,9586,True,
saarvajanik/facebook-opt-6.7b-gqa-ub-16-best-for-KV-cache,saarvajanik,586,584,9586,True,
saarvajanik/facebook-opt-6.7b-qcqa-ub-16-best-for-KV-cache,saarvajanik,586,584,9586,True,
saarvajanik/facebook-opt-6.7b-qcqa-ub-16-best-for-q-loss,saarvajanik,586,584,9586,True,
saberai/Zro1.5_3B,saberai,586,584,9586,True,
sail/Sailor-0.5B,sail,586,584,9586,True,
sail/Sailor-0.5B-Chat,sail,586,584,9586,True,
sail/Sailor-1.8B,sail,586,584,9586,True,
sail/Sailor-1.8B-Chat,sail,586,584,9586,True,
sail/Sailor-4B,sail,586,584,9586,True,
sail/Sailor-4B-Chat,sail,586,584,9586,True,
sail/Sailor-7B,sail,586,584,9586,True,
sail/Sailor-7B-Chat,sail,586,584,9586,True,
saishf/Fett-Eris-Mix-7B,saishf,586,584,9586,True,
